,w,corpus_w_count,p(w),"p(t,w)"
1390,our state,6694,0.03932580969222002,79
1391,upheld,2397,0.014081859251904898,37
1392,fear,3647,0.021425340296911625,72
1393,charge,2810,0.01650814538917512,174
1394,Vote,20266,0.11905838948648506,179
1395,our work,18626,0.10942374235543623,46
1396,any candidate or candidate's committee,8561,0.05029403298104207,103
1397,people's right,36,0.00021149225409619374,24
1398,your lawyer,40,0.00023499139344021526,24
1399,Dear,5745,0.03375063888285092,121
1400,split,4086,0.024004370839917986,20
1401,struggling,2933,0.017230743924003783,38
1402,The Progressive Turnout Project,2800,0.016449397540815067,58
1403,proudly,6733,0.03955492630082423,119
1404,connecting,5578,0.03276954981523802,92
1405,Democratic voter turnout,5409,0.03177671117795311,97
1406,his taxes,44,0.00025849053278423676,24
1407,the Progressive Turnout Project,2734,0.016061661741638714,58
1408,a 100% grassroots-funded organization,3213,0.01887568367808529,69
1409,a single mission,2936,0.0172483682785118,67
1410,boosting,3639,0.021378342018223584,70
1411,Democratic Voter Turnout,3198,0.01878756190554521,60
1412,"Progressive Turnout Project 275,000+ Progressive Donors",0,0.0,0
1413,100% Progressive Organization,2800,0.016449397540815067,58
1414,Progressive Turnout Project,5007,0.029415047673878945,83
1415,Getting,3146,0.018482073094072928,70
1416,the most effective way,2964,0.01741286225391995,60
1417,Our country,3778,0.02219493711042833,77
1418,dark times,2795,0.01642002361663504,59
1419,idly,7735,0.045441460706501624,86
1420,a moral obligation,2760,0.016214406147374853,59
1421,our grandchildren,2807,0.016490521034667107,58
1422,our future,4334,0.025461317479247323,89
1423,Passing Medicare,2730,0.01603816260229469,58
1424,Trump a one term President,2728,0.01602641303262268,58
1425,a MASSIVE increase,2729,0.016032287817458687,58
1426,Our plan,2851,0.01674901156745134,58
1427,design,5647,0.03317490996892239,106
1428,test,23846,0.14009011919938433,411
1429,execute,3313,0.019463162161685827,69
1430,Voter Turnout campaigns,2828,0.01661389151622322,58
1431,knock,5730,0.03366251711031083,99
1432,phone calls,4068,0.023898624712869892,72
1433,skyrocket Democratic Voter Turnout,2826,0.016602141946551206,58
1434,the highest levels,2925,0.01718374564531574,59
1435,CONVERSATIONS,2800,0.016449397540815067,58
1436,VOTERS,3069,0.018029714661700516,59
1437,HISTORIC,3518,0.02066749305306693,59
1438,INCREASE,3052,0.017929843319488423,58
1439,VOTER TURNOUT SCIENTIFICALLY,0,0.0,0
1440,PROVEN RESULTS,2800,0.016449397540815067,58
1441,existing research,2826,0.016602141946551206,58
1442,our own experiments,2826,0.016602141946551206,58
1443,new tactics,2832,0.01663739065556724,58
1444,the largest impact,2827,0.016608016731387214,58
1445,every single dollar,4042,0.023745880307133753,59
1446,a huge difference,3721,0.021860074374776023,71
1447,guarantee,5646,0.033169035184086385,79
1448,Remember,6004,0.03527220815537631,104
1449,Every single cent,2801,0.016455272325651072,58
1450,our funding,2851,0.01674901156745134,58
1451,"275,000+ generous Democrats",2727,0.016020538247786674,58
1452,our average donation,2901,0.017042750809251613,58
1453,just $,10397,0.06108013793994795,114
1454,Democratic Turnout,3141,0.0184526991698929,64
1455,Facebook or Click,3066,0.0180120903071925,64
1456,an honor,3416,0.02006826499979438,65
1457,our email list,4224,0.024815091147286732,62
1458,Progressive Turnout Project P.O. Box 617614 Chicago,0,0.0,0
1459,3 Minutes,107,0.0006286019774525758,23
1460,Donald Trump ',1,5.874784836005381e-06,0
1461,NO CHOICE,37,0.00021736703893219912,27
1462,her administration’s Department of Justice,27,0.00015861919057214528,27
1463,criminal charges,51,0.0002996140266362744,31
1464,trial,1754,0.010304372602353439,135
1465,3 MINUTES,599,0.0035189961167672234,33
1466,REMAINING,497,0.0029197680634946745,29
1467,conducted,1276,0.007496225450742866,39
1468,“Unsure,37,0.00021736703893219912,37
1469,3 minutes,848,0.004981817540932563,55
1470,your answer,556,0.003266380368818992,40
1471,the first day,282,0.0016566893237535175,40
1472,criminal investigations,38,0.0002232418237682045,37
1473,issuing,223,0.0013100770184292,39
1474,an urgent public opinion poll,33,0.0001938678995881776,33
1475,gauge,1083,0.0063623919773938276,43
1476,our top supporters,4951,0.029086059723062642,59
1477,\- Progressive Turnout Project,1548,0.00909416692613633,42
1478,IL 60661,5481,0.032199695686145495,94
1479,Authorized,3856,0.02265317032763675,89
1480,Devin Nunes,1111,0.0065268859528019784,16
1481,scared,1717,0.01008700556342124,32
1482,compete,3715,0.02182482566575999,56
1483,strike,1135,0.006667880788866108,27
1484,CLICK,4487,0.026360159559156146,32
1485,Fox News,2201,0.012930401424047845,52
1486,Mail,6755,0.03968417156721635,65
1487,his tax returns,79,0.00046410800204442514,23
1488,THE CONSTITUTION,112,0.0006579759016326027,24
1489,break,15423,0.090606806525711,129
1490,Maine,2618,0.015380186700662088,17
1491,a senator,1060,0.006227271926165704,21
1492,this crisis,2837,0.016666764579747268,27
1493,Box,94235,0.5536103490209671,676
1494,Email,22482,0.13207691268307298,251
1495,Our Future,43,0.0002526157479482314,14
1496,importantly,1387,0.008148326567539464,28
1497,new ideas,77,0.0004523584323724144,14
1498,Orange County,463,0.0027200253790704916,17
1499,skyrocketing,271,0.0015920666905574583,28
1500,regardless,1626,0.00955240014334475,36
1501,your vote,2420,0.014216979303133023,28
1502,encourage,3065,0.018006215522356494,46
1503,Contact,5693,0.03344515007137864,122
1504,Brian Burley,17,9.987134221209149e-05,13
1505,Voting,4402,0.02586080284809569,55
1506,begins,6895,0.040506641444257106,28
1507,contact,6499,0.03818022664919897,66
1508,your ballot,1332,0.007825213401559167,16
1509,telling,1966,0.01154982698758658,27
1510,a debate,466,0.002737649733578508,16
1511,involved,3174,0.01864656706948108,55
1512,head,22480,0.13206516311340097,133
1513,Tuesday,6599,0.038767705132799514,51
1514,a campaign,3723,0.021871823944448036,27
1515,noticed,1188,0.006979244385174393,23
1516,the district,4785,0.02811084544028575,57
1517,champion,11177,0.06566247011203215,161
1518,refuse,5404,0.03174733725377308,102
1519,fully,8593,0.05048202609579424,182
1520,advantage,4181,0.0245624753993385,62
1521,the Green New Deal,1284,0.00754322372943091,20
1522,This bill,252,0.001480445778673356,15
1523,abolish,489,0.0028727697848066314,36
1524,the Department of Justice,154,0.0009047168647448288,29
1525,any time,2980,0.017506858811296037,42
1526,EMAIL_REDACTED]] Update Profile,2,1.1749569672010762e-05,0
1527,our service provider,1190,0.006990993954846403,43
1528,delivered,1366,0.00802495608598335,29
1529,the COVID-19,3626,0.021301969815355513,32
1530,issues,13698,0.08047280268360171,188
1531,concerns,4712,0.027681986147257358,46
1532,the Trump Administration,3765,0.02211856490756026,78
1533,online,16256,0.09550050229410348,41
1534,schools,3868,0.022723667745668814,55
1535,safety,9740,0.057220404302692415,157
1536,their families,1974,0.011596825266274622,21
1537,strongly,898,0.005275556782732832,22
1538,increases,341,0.002003301629077835,30
1539,target,7762,0.04560007989707377,113
1540,all our lists,2666,0.015662176372790347,21
1541,Questions,2266,0.013312262438388194,24
1542,folks,11800,0.0693224610648635,45
1543,overcome,2066,0.012137305471187118,23
1544,lot,51801,0.30431972928991474,301
1545,drive,4784,0.028104970655449743,76
1546,early,14323,0.08414454320610508,157
1547,reality,3134,0.018411575676040865,50
1548,deeply,1716,0.010081130778585235,26
1549,the ground,3573,0.020990606219047227,65
1550,affected,5248,0.030830870819356242,21
1551,sorry,6428,0.03776311692584259,12
1552,the House of Representatives,1342,0.007883961249919223,35
1553,misdemeanors,21,0.000123370481556113,21
1554,four more years,812,0.0047703252868363695,26
1555,August,5447,0.031999953001721315,60
1556,the presidency,1207,0.007090865297058495,18
1557,race,57333,0.33681903900269655,325
1558,honest,7171,0.04212808205899459,104
1559,a member,6656,0.039102567868451815,44
1560,challenged,596,0.0035013717622592072,26
1561,Ste,15867,0.09321521099289738,118
1562,→ Chip,51,0.0002996140266362744,0
1563,tweeted,684,0.004018352827827681,23
1564,NO ONE,1099,0.006456388534769914,24
1565,uplift,2690,0.015803171208854477,69
1566,Inc.,7943,0.04666341595239074,86
1567,the murder,175,0.0010280873463009417,20
1568,collect,5267,0.03094249173124034,72
1569,the system,1653,0.009711019333916895,46
1570,the man,1093,0.006421139825753882,52
1571,the crimes,25,0.00014686962090013452,25
1572,the floor,925,0.005434175973304978,33
1573,RELEASE,563,0.0033075038626710295,40
1574,concerned,1769,0.01039249437489352,38
1575,respects,191,0.0011220839036770278,24
1576,Copyright,6199,0.03641779119839736,73
1577,cares,1685,0.009899012448669068,29
1578,Friday,3667,0.021542835993631732,40
1579,LIKE,1266,0.0074374776023828125,16
1580,June,5154,0.030278641044771737,75
1581,TELL,967,0.005680916936417204,53
1582,our rights,1364,0.00801320651631134,20
1583,shooting,717,0.0042122207274158585,60
1584,great,17284,0.10153978110551701,262
1585,catch,2846,0.016719637643271314,27
1586,violent criminals,56,0.00032898795081630133,22
1587,benefits,2587,0.015198068370745922,31
1588,attack,26198,0.153907613133669,251
1589,the NRSC,548,0.003219382090130949,9
1590,pro,111821,0.6569243151469577,1143
1591,conservative judges,1037,0.00609215187493758,42
1592,Tom Cotton,341,0.002003301629077835,37
1593,STOP,7897,0.0463931758499345,81
1594,Imagine,2594,0.015239191864597958,55
1595,Ukraine,169,0.0009928386372849095,19
1596,witnessed,530,0.003113635963082852,25
1597,affordable healthcare,2345,0.013776370440432619,21
1598,riots,3591,0.021096352346095325,85
1599,bail,1139,0.006691379928210129,57
1600,fire,6268,0.03682315135208173,122
1601,mailed,3501,0.02056762171085484,37
1602,special interests,12275,0.07211298386196606,81
1603,informed,5041,0.02961479035830313,54
1604,stick,3154,0.018529071372760973,42
1605,Iran,328,0.0019269294262097651,23
1606,criminals,333,0.0019563033503897918,77
1607,Russia,764,0.004488335614708111,51
1608,every step,2847,0.016725512428107322,29
1609,MSNBC,945,0.005551671670025085,13
1610,the political process,2398,0.014087734036740905,68
1611,peaceful protestors,336,0.001973927704897808,36
1612,rest,39039,0.22934572521281407,539
1613,borders,907,0.0053284298462568805,94
1614,SUPPORT,4028,0.023663633319429677,69
1615,DEFEND,2099,0.012331173370775295,51
1616,No images,376,0.002208919098338023,45
1617,survive,1330,0.007813463831887158,27
1618,rid,14532,0.0853723732368302,170
1619,Share Tweet Forward Preferences | Unsubscribe,0,0.0,0
1620,ANY CANDIDATE,15602,0.09165839301135596,84
1621,CANDIDATE'S COMMITTEE,12273,0.07210123429229405,46
1622,anymore,6306,0.037046393175849936,55
1623,the weekend,892,0.0052403080737168,19
1624,his actions,349,0.002050299907765878,23
1625,abused,222,0.0013042022335931947,23
1626,the Republican nominee,381,0.00223829302251805,44
1627,harm,3920,0.023029156557141096,81
1628,late,26408,0.1551413179492301,304
1629,Jerry,489,0.0028727697848066314,22
1630,pushed,897,0.005269681997896827,21
1631,openly,660,0.0038773579917635516,28
1632,Nicole,1183,0.006949870460994366,27
1633,NEW YORK,604,0.0035483700409472503,54
1634,Staten Island,574,0.0033721264958670887,20
1635,NYC,401,0.002355788719238158,30
1636,illegal immigrants,255,0.0014980701331813722,20
1637,DEFEAT,7885,0.04632267843190243,72
1638,promised,1965,0.011543952202750575,22
1639,checks,6156,0.03616517545044913,67
1640,SAVE,4845,0.028463332530446073,38
1641,Albany,320,0.001879931147521722,24
1642,a person,2716,0.015955915614590616,48
1643,reform,9294,0.05460025026583401,150
1644,BOLD Democrats,1786,0.010492365717105611,32
1645,Donald Trump’s presidency,1824,0.010715607540873815,32
1646,diverse Democrats,1938,0.01138533301217843,36
1647,the largest organization,1784,0.0104806161474336,32
1648,Latino voters,1862,0.01093884936464202,32
1649,NEWS,3691,0.021683830829695862,56
1650,IMPEACHED,80,0.0004699827868804305,16
1651,\--He,23,0.00013512005122812376,11
1652,his Supreme Court nomination,42,0.000246740963112226,16
1653,\--BOLD,1196,0.007026242663862436,22
1654,the grassroots arm,1104,0.006485762458949941,27
1655,the Congressional Hispanic Caucus,1108,0.006509261598293963,27
1656,one million,1311,0.007701842920003055,29
1657,over $,5510,0.03237006444638965,61
1658,diverse progressives,1090,0.0064035154712458655,27
1659,an average,9542,0.05605719690516335,42
1660,just $12.84,1090,0.0064035154712458655,27
1661,29 Republican seats,1090,0.0064035154712458655,27
1662,the largest Democratic wave,1090,0.0064035154712458655,27
1663,BOLD DEMOCRATS,1109,0.006515136383129968,27
1664,Our Latest Mission,1090,0.0064035154712458655,27
1665,EXPAND,1522,0.008941422520400191,27
1666,our House Majority TAKEOVER,0,0.0,0
1667,clutches,1140,0.006697254713046135,29
1668,Hand Donald Trump,1090,0.0064035154712458655,27
1669,a CRUSHING defeat,1104,0.006485762458949941,27
1670,RECLAIM,1107,0.006503386813457957,27
1671,the White House HOW,0,0.0,0
1672,vulnerable Republican-held districts,1090,0.0064035154712458655,27
1673,recruit,2415,0.014187605378952996,46
1674,every penny,1331,0.007819338616723162,29
1675,spark,1400,0.008224698770407534,30
1676,27.3 million eligible Latino voters,1090,0.0064035154712458655,27
1677,42%,1811,0.010639235338005745,27
1678,the political landscape,1158,0.006803000840094231,27
1679,our Good Grassroot,1090,0.0064035154712458655,27
1680,this one power,1770,0.010398369159729524,32
1681,PO Box 75357,1770,0.010398369159729524,32
1682,BY CHC,1774,0.010421868299073546,32
1683,BOLD,1863,0.010944724149478025,32
1684,ANY CANDIDATE OR CANDIDATE’S COMMITTEE,3321,0.01951016044037387,38
1685,OFFICE,2821,0.01657276802237118,65
1686,NO >> UNSURE,0,0.0,0
1687,11:59PM,1013,0.005951157038873452,28
1688,interfere,686,0.004030102397499692,42
1689,cheating,158,0.0009282160040888503,30
1690,firing,612,0.0035953683196352933,20
1691,Amy Coney Barrett,1917,0.011261962530622316,21
1692,climate change,6185,0.03633554421069329,29
1693,Pennsylvania,5588,0.03282829766359807,37
1694,introducing,294,0.001727186741785582,19
1695,Cory,1701,0.009993009006045153,24
1696,MY NAME,1163,0.006832374764274258,35
1697,Colorado,2427,0.014258102796985061,12
1698,real change,2293,0.01347088162896034,23
1699,founder,812,0.0047703252868363695,16
1700,her home,515,0.003025514190542771,12
1701,attended,510,0.0029961402663627444,13
1702,Update,6652,0.039079068729107796,173
1703,the latest news,1411,0.008289321403603594,26
1704,radical,10374,0.060945017888719824,309
1705,playing,2061,0.012107931547007091,25
1706,all people,2761,0.016220280932210857,43
1707,Bill,2416,0.014193480163789001,111
1708,frankly,789,0.0046352052356082455,32
1709,a future,1319,0.007748841198691098,32
1710,Corky,228,0.0013394509426092268,3
1711,hundreds,3589,0.021084602776423312,43
1712,the violence,169,0.0009928386372849095,14
1713,endorsing,1051,0.006174398862641655,31
1714,distinction,263,0.0015450684118694152,23
1715,outside,4016,0.02359313590139761,32
1716,hatred,746,0.004382589487660014,32
1717,Maloney,917,0.005387177694616934,29
1718,Carolyn,1050,0.006168524077805651,22
1719,ruled,357,0.002097298186453921,21
1720,registered,2959,0.017383488329739922,39
1721,train,4728,0.027775982704633443,111
1722,trauma,177,0.0010398369159729526,13
1723,trauma survivors,5,2.9373924180026908e-05,5
1724,lack,9989,0.05868322572685775,317
1725,Jon Hoadley,559,0.003284004723327008,5
1726,the Congressional Black Caucus,2615,0.015362562346154072,75
1727,my home,522,0.003066637684394809,24
1728,modern history,197,0.0011573326126930602,19
1729,the US,10291,0.06045741074733138,109
1730,invaded,23,0.00013512005122812376,14
1731,Left,6272,0.03684665049142575,124
1732,Conservative values,70,0.0004112349385203767,23
1733,YOUR help,942,0.005534047315517069,21
1734,result,8816,0.05179210311422344,125
1735,WANT,2510,0.014745709938373507,37
1736,Kansas,1792,0.010527614426121643,18
1737,Progressive Takeover,484,0.0028433958606266046,11
1738,Congressional Black Caucus,3398,0.019962518872746287,75
1739,CONGRESSIONAL BLACK CAUCUS,2324,0.013652999958876507,67
1740,Massachusetts Ave,2545,0.014951327407633696,69
1741,The Congressional Black Caucus,2355,0.013835118288792672,65
1742,non-Black candidates,2304,0.0135355042621564,65
1743,our interests,2595,0.015245066649433965,69
1744,African American participation,2304,0.0135355042621564,65
1745,non-Black allies,2304,0.0135355042621564,65
1746,the highest positions,2305,0.013541379046992404,65
1747,this grassroots movement,2594,0.015239191864597958,66
1748,the entire Congressional Black Caucus PAC team,2173,0.012765907448639693,63
1749,The U.S. Postal Service,191,0.0011220839036770278,10
1750,immediate help,262,0.00153919362703341,11
1751,THE POST OFFICE,491,0.002884519354478642,10
1752,altogether,3903,0.022929285214929002,21
1753,the 2020 election,1971,0.011579200911766606,34
1754,Elections,2458,0.014440221126901227,38
1755,1 of 4 top Democratic representatives,14,8.224698770407533e-05,14
1756,Illinois,3034,0.017824097192440328,21
1757,a monumental impact,25,0.00014686962090013452,14
1758,our 2020 strategy,307,0.001803558944653652,15
1759,a dictator,81,0.0004758575717164359,14
1760,YES ➞,722,0.004241594651595885,25
1761,NO ➞ Unsure,0,0.0,0
1762,this poll,2010,0.011808317520370816,21
1763,the lawsuit,155,0.0009105916495808341,14
1764,HIS TAX RETURNS,15,8.812177254008071e-05,14
1765,your signature,960,0.005639793442565166,28
1766,National Democratic Training Committee,2246,0.013194766741668086,30
1767,National Democratic Training Committee Paid,0,0.0,0
1768,the National Democratic Training Committee,2246,0.013194766741668086,30
1769,"more than 30,000 Democrats",2246,0.013194766741668086,30
1770,our training efforts,2246,0.013194766741668086,30
1771,TO TRAIN DEMOCRATS,2246,0.013194766741668086,30
1772,"518,000 elected positions",2246,0.013194766741668086,30
1773,every race,2343,0.013764620870760608,31
1774,every school board,2246,0.013194766741668086,30
1775,every city council,2246,0.013194766741668086,30
1776,every state legislature,2248,0.013206516311340098,30
1777,explore,2429,0.01426985236665707,30
1778,our FREE campaign training,2246,0.013194766741668086,30
1779,RUN,3752,0.022042192704692192,44
1780,a good reason,2302,0.013523754692484388,30
1781,shell,2428,0.014263977581821066,31
1782,expensive,4814,0.028281214200529904,36
1783,every last penny,2250,0.013218265881012109,30
1784,our PROVEN Democratic training program,2246,0.013194766741668086,30
1785,the entire NDTC team,2246,0.013194766741668086,30
1786,our most important email updates,2615,0.015362562346154072,27
1787,\- Stop Republicans,283,0.0016625641085895228,23
1788,STOP REPUBLICANS,2201,0.012930401424047845,25
1789,an accountability project,2197,0.012906902284703823,25
1790,a grassroots-funded effort,2198,0.012912777069539827,25
1791,resisting,2223,0.013059646690439963,26
1792,Donald Trump's radical right wing agenda,2197,0.012906902284703823,25
1793,Our movement,2552,0.014992450901485732,29
1794,Republicans P.O. Box,0,0.0,0
1795,JUSTICE,269,0.0015803171208854476,25
1796,essential,3648,0.02143121508174763,65
1797,Breonna,441,0.002590780112678373,46
1798,BREONNA TAYLOR,19,0.00011162091188410225,15
1799,THE INVADING OFFICERS,10,5.8747848360053816e-05,10
1800,CHARGED,27,0.00015861919057214528,15
1801,the officer,112,0.0006579759016326027,31
1802,your fight,895,0.005257932428224817,22
1803,urgently,2395,0.014070109682232889,19
1804,liberals,1316,0.007731216844183082,83
1805,JIM JORDAN,88,0.0005169810655684735,12
1806,CHIP IN $5 TO DEFEAT REPUBLICANS,18,0.00010574612704809687,12
1807,AMERIPAC,647,0.0038009857888954817,12
1808,Share,1228,0.007214235778614608,53
1809,Wendy Davis,5118,0.03006714879067554,7
1810,board,7059,0.041470106157361984,104
1811,suggest,2596,0.01525094143426997,41
1812,Straight,54,0.00031723838114429057,42
1813,Your Inbox,40,0.00023499139344021526,40
1814,Bill Hagerty,246,0.0014451970696573238,42
1815,THE CAMPAIGN,126,0.000740222889336678,40
1816,Saying,80,0.0004699827868804305,44
1817,Tennessee,775,0.0045529582479041705,45
1818,loving,595,0.0034954969774232017,48
1819,the very outstanding Ambassador,40,0.00023499139344021526,40
1820,Japan,121,0.0007108489651566511,43
1821,our 2nd A.,40,0.00023499139344021526,40
1822,Loves,47,0.0002761148872922529,41
1823,our Vets,45,0.00026436531762024214,40
1824,my Complete & Total Endorsement,41,0.00024086617827622064,40
1825,Nashville,341,0.002003301629077835,43
1826,TN 37215,42,0.000246740963112226,40
1827,#TeamHagerty Updates,38,0.0002232418237682045,38
1828,Hagerty,277,0.0016273153995734907,42
1829,ICYMI,242,0.0014216979303133023,26
1830,Team Hagerty,205,0.0012043308913811032,42
1831,## Be,55,0.00032311316598029595,40
1832,A Part,31,0.0001821183299161668,28
1833,#TeamHagerty TELL US,0,0.0,0
1834,BILL,692,0.004065351106515724,42
1835,HAGERTY,50,0.00029373924180026904,40
1836,my Tennessee Victory Chair,39,0.00022911660860420988,39
1837,-President Donald Trump,46,0.0002702401024562475,40
1838,advantageous,39,0.00022911660860420988,24
1839,anybody,259,0.0015215692725253937,25
1840,jump,1123,0.006597383370834043,35
1841,day one,1232,0.00723773491795863,42
1842,Tennessee families,32,0.0001879931147521722,23
1843,-Lara,24,0.00014099483606412914,24
1844,the Trump train,28,0.00016449397540815066,25
1845,my father,876,0.005146311516340714,28
1846,a primary,534,0.0031371351024268735,26
1847,>  -Donald Trump Jr.,25,0.00014686962090013452,25
1848,a good friend,49,0.00028786445696426366,20
1849,describe,890,0.00522855850404479,42
1850,Beijing,56,0.00032898795081630133,28
1851,TERRIFIC,25,0.00014686962090013452,21
1852,Senator Hagerty,21,0.000123370481556113,21
1853,-KT,21,0.000123370481556113,21
1854,McFarland,22,0.00012924526639211838,21
1855,an unwavering pro-life advocate,23,0.00013512005122812376,22
1856,his country,7357,0.04322079203849159,128
1857,his leadership,753,0.004423712981512052,23
1858,Tennesseans,239,0.001404073575805286,34
1859,-Marilyn Musgrave,22,0.00012924526639211838,22
1860,the next couple of years,28,0.00016449397540815066,26
1861,the Great American Come Back,26,0.0001527444057361399,26
1862,-Larry Kudlow,26,0.0001527444057361399,26
1863,a good quality,39,0.00022911660860420988,37
1864,-Nikki Haley,38,0.0002232418237682045,37
1865,what a blessing,32,0.0001879931147521722,31
1866,a great [[URL REDACTED,32,0.0001879931147521722,31
1867,the Ambassador,38,0.0002232418237682045,31
1868,a huge supporter,31,0.0001821183299161668,31
1869,[[URL REDACTED]] Putnam County,31,0.0001821183299161668,31
1870,>  -Eddie Farris,31,0.0001821183299161668,31
1871,Sheriff,255,0.0014980701331813722,58
1872,this campaign season,64,0.0003759862295043444,32
1873,the fine values,32,0.0001879931147521722,32
1874,our President Donald J Trump,32,0.0001879931147521722,32
1875,>  -Mayor Robby Hatcher,32,0.0001879931147521722,32
1876,FacebookTwitterYouTubeInstagramWebsite Team Hagerty P.O. Box,0,0.0,0
1877,TeamHagerty,47,0.0002761148872922529,40
1878,Taking,470,0.002761148872922529,17
1879,Following,1068,0.006274270204853747,27
1880,the left,1859,0.010921225010134004,49
1881,The best way,1065,0.006256645850345731,22
1882,critical issues,2124,0.01247804299167543,25
1883,Cameron,188,0.0011044595491690116,10
1884,our ad,9579,0.056274563944095544,94
1885,her constituents,659,0.0038714832069275465,25
1886,my community,571,0.0033545021413590725,13
1887,aid,128993,0.7578061203508422,1025
1888,the Law Enforcement Loyalty PAC,14,8.224698770407533e-05,11
1889,The Law Enforcement Loyalty PAC,11,6.462263319605919e-05,10
1890,Peters,1871,0.01099172242816607,19
1891,Adrian,213,0.0012513291700691463,9
1892,Roger Marshall,247,0.0014510718544933291,10
1893,Montana,3432,0.02016226155717047,5
1894,couple bucks,118,0.0006932246106486349,15
1895,Joe Collins,177,0.0010398369159729526,44
1896,Maxine Waters,227,0.0013335761577732215,44
1897,Maxine,228,0.0013394509426092268,44
1898,U.S. Navy Veteran Republican,0,0.0,0
1899,a Black Conservative,108,0.0006344767622885811,31
1900,Navy Veteran,477,0.002802272366774567,49
1901,South Central Los Angeles,174,0.0010222125614649364,44
1902,radical leftist Maxine Waters,170,0.0009987134221209149,44
1903,Joe's campaign chip,167,0.0009810890676128987,44
1904,5777 W. Century Blvd STE#1110-143 Los Angeles,0,0.0,0
1905,JOE DEFEAT,28,0.00016449397540815066,19
1906,MAXINE,55,0.00032311316598029595,23
1907,Lee,1593,0.009358532243756573,40
1908,P.O. BOX,2066,0.012137305471187118,28
1909,SHIRLEY,194,0.001139708258185044,19
1910,Long Island,411,0.0024145365675982116,14
1911,the post,956,0.005616294303221144,23
1912,Jeff Van Drew,253,0.0014863205635093615,12
1913,Brigid,266,0.0015626927663774314,14
1914,Brigid Callahan Harrison,262,0.00153919362703341,14
1915,South Jersey,329,0.0019328042110457705,15
1916,Michael Waltz,86,0.0005052314958964628,3
1917,Mr. Delgado,1,5.874784836005381e-06,1
1918,Anthony Brindisi,377,0.0022147938831740288,11
1919,this contribution,187,0.0010985847643330063,12
1920,this great state,872,0.005122812376996693,22
1921,John Cornyn,2272,0.013347511147404227,22
1922,Senator John Cornyn,1195,0.007020367879026431,22
1923,Team Cornyn,845,0.004964193186424547,21
1924,this song,847,0.004975942756096558,21
1925,full volume,844,0.004958318401588542,21
1926,the dangerous policies,849,0.0049876923257685685,21
1927,pedaled,844,0.004958318401588542,21
1928,our conservative Texas values,847,0.004975942756096558,21
1929,our volunteer page,849,0.0049876923257685685,21
1930,additional updates,846,0.004970067971260553,21
1931,"a safe, prosperous, and healthy Texas",843,0.004952443616752536,21
1932,Alamo PAC,68,0.00039948536884836595,8
1933,the Republican Party of Texas,74,0.00043473407786439824,8
1934,JFC,69,0.00040536015368437134,8
1935,FECA,68,0.00039948536884836595,8
1936,the contributor,624,0.003665865737667358,11
1937,his or her contribution,311,0.0018270580839976735,8
1938,the NRSC Headquarters Account,68,0.00039948536884836595,8
1939,the NRSC Legal Fund,68,0.00039948536884836595,8
1940,the Texans,89,0.000522855850404479,8
1941,Senator John Cornyn Inc. general election account,68,0.00039948536884836595,8
1942,Any remaining funds,68,0.00039948536884836595,8
1943,Sandy Smith,107,0.0006286019774525758,13
1944,Butterfield,109,0.0006403515471245866,13
1945,G.K. Butterfield,93,0.0005463549897485005,13
1946,Doug Collins,92,0.000540480204912495,17
1947,Kelly Loeffler,731,0.0042944677151199335,25
