,from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
62,ABOLISH the Electoral College,info@traindemocrats.org,will you stand with Pete Buttigieg?,"Pete Buttigieg SPOKE OUT against the Electoral College. So we're collecting 50,000 signatures to stand with him. Click to Sign: Stand with Pete Buttigieg to ABOLISH the Electoral College >>
'The Electoral College needs to go!' -Pete Buttigieg / Stand with Mayor Pete >> / ** Signature Required **
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
National Democratic Training Committee
Paid for by the National Democratic Training Committee, [[URL REDACTED]], not authorized by any candidate or candidate's committee.
Thank you for supporting the National Democratic Training Committee. Our entire team is working around the clock to train Democrats to WIN in 2020. We've already trained more than 30,000 Democrats to win -- but with your help, we can train even more. Please click below to support our training efforts:
DONATE TO TRAIN DEMOCRATS TO WIN >>
Listen, there are 518,000 elected positions in this country. Imagine if Democrats fought for every race -- no matter how small. Imagine a world where our values of compassion and dignity for all people are upheld on every school board, on every city council, and in every state legislature.
Want to run for office yourself? Please click here to explore our FREE campaign training >>
I WANT TO RUN FOR OFFICE >>
We know we email you a lot. But we promise there's a good reason:
we are 100% funded by grassroots donors like you.
We aren’t a SuperPAC. We don’t shell out to special interests. But we’ll be honest: it’s incredibly expensive. We spend every last penny trying to elect Democrats who will make a difference in Florida.
But if you'd like to receive fewer emails, you can click here. If you'd like to unsubscribe from our emails, click here. Change or update your email address by clicking here.
If you'd like to donate to fund our PROVEN Democratic training program, please click here >>
Contribute >>
Like us on Facebook >>
Follow us on Twitter >>
From the entire NDTC team, thanks for your support!",Congressional Progressive Caucus PAC,,,,,https://weareprogressives.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Democratic/Liberal PAC,2020-10-05,5,Mon,0d6141625325ca24d6cdfaf6116e2a58,cf40584c8ca613be4384bce1a20ff36c,
63,Sign the Pledge >>,info@stenyhoyer.com,re: Amy Coney Barrett,"Look, Trump's Supreme Court nominee Amy Coney Barrett would be a dangerous addition to the Supreme Court... we CANNOT let her get confirmed.
Look, Trump’s Supreme Court nominee Amy Coney Barrett would be a dangerous addition to the Supreme Court… we CANNOT let her get confirmed.
[SIGN THE PLEDGE: I WILL DO EVERYTHING IN MY POWER TO STOP TRUMP’S NOMINEE >>
**50,000 SIGNATURES NEEDED BY MIDNIGHT**
We cannot let Amy Coney Barrett get confirmed. Period.
She’d overturn Roe v. Wade, the Affordable Care Act, and could decide the entire election.
But when we asked you to take our pledge to stop her nomination, YOU DID NOT SIGN.
Thousands of Democrats have already pledged to do everything they can to stop Amy Coney Barrett’s nomination.
But we’re missing your signature!
Can we count on you? Will you fight with us for decency and Democracy? Sign our pledge now >>
I will do everything I possibly can to stop Trump’s Supreme Court nominee Amy Coney Barrett.
X. Your Name Here
SIGN THE PLEDGE >>
\--Democratic Leadership
This is a difficult moment for our country. Our public health must be our #1 concern during these times. As Americans across the country stay home, our work to elect Democrats has never been more important. That’s why we’re hoping to reach you by email today. If you have a moment, we’d like to share this message with you -- but we want to let you know that we hope you, your family, and your friends are safe and in good health right now!
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
AMERIPAC
Protect our House Majority Fund
The election is in just a few months and our House Majority is on the line.
It’s critical we defend and expand our House Majority, or Trump Republicans will gain control. Chip in now to protect our House Majority >>
DONATE NOW TO PROTECT OUR HOUSE MAJORITY >>
AMERIPAC
499 S Capitol St SW, Ste 406
Washington, DC 20003
PAID FOR BY AMERIPAC: THE FUND FOR A GREATER AMERICA
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
Thank you for supporting AMERIPAC. AMERIPAC was founded in 1992 by its Honorary Chairman, Steny Hoyer, to help elect Democratic leaders to Congress.
At AMERIPAC, we’re committed to recruiting and supporting new Democratic candidates and re-electing Democratic Members to move our country forward.
Each day, we’re working to elect the compassionate, creative, and innovative Democratic leaders our country deserves and desperately needs. We’re powered by grassroots donors like you. Your support is key in stopping President Trump’s dangerous agenda and promoting our shared Democratic values. If you'd like to donate to help AMERIPAC elect Democrats, please click here.
Chip in $5 to Elect Democrats >>
Emails are a crucial way to stay in touch with our top supporters. If we're going to elect more Democrats, we need you with us every step of the way.
If you'd like to receive fewer emails, you can click here. If you'd like to unsubscribe from our emails, click here.
From all of us at AMERIPAC, thanks for your support!",Congressional Progressive Caucus PAC,,,,,https://weareprogressives.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Democratic/Liberal PAC,2020-10-03,8,Sat,d680b483758152c4ea6bba7fd46a9953,cf40584c8ca613be4384bce1a20ff36c,
64,𝐬𝐚𝐝,info@bradypac.org,Vote-By-Mail 𝙊𝙑𝙀𝙍?,"Please stop what you are doing and chip in $5 to pass our Vote-By-Mail bill >>
Please stop what you are doing and chip in $5 to pass our Vote-By-Mail bill >>
X PLEASE Don’t delete this email.
X PLEASE Don’t turn off your computer.
X Don’t give Donald Trump the satisfaction!
Trump and the NRA are praying you ignore this email. If everyone has easy voting access, Trump will lose and the NRA won’t be able to block gun safety laws.
That’s why Trump is commanding his lackeys to kill Vote‑by‑Mail!! And he just might succeed if we don’t raise $10,838 in 24 hours.
Send in a $5 donation now to pass Vote‑by‑Mail >>
Donate $5 Now >>
Donate $25 Now >>
Donate $50 Now >>
Donate $100 Now >>
Donate $250 Now >>
Donate Even More >>
Come on,
Brady&nnbsp;PAC
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Brady PAC
Thank you for supporting Brady PAC today! We’re working to pass meaningful, life-saving legislation to END the scourge of gun violence across America.
We have a comprehensive plan to elect gun reform champions and end the bloodshed. But no one is going to change our laws for us. If we sit idly by, the corporate gun lobby will keep its fatal grip on power, and we’ll continue to lose lives to senseless violence. So we’re turning to you for your help to save lives before it’s too late. Will you do your part and donate?
DONATE TO PASS REAL GUN SAFETY REFORM >>
The NRA couldn’t care less about the lives we lose every day to gun violence. They’ll do whatever it takes to keep themselves in power -- no matter the human cost.
We know we send you a lot of emails. But we can’t fight back against the NRA without help from thousands of grassroots activists. We don’t take checks from shady lobbyists -- instead, we rely on a grassroots army of gun safety activists from across the nation to fund our campaign. We simply can’t do our work without you. However, if you’d like to receive fewer emails, you can click here. If you’d like to unsubscribe altogether, click here. If you want to support our work to end America’s gun violence epidemic, please click here.
From the entire Brady PAC team, thank you for all you do!
PAID FOR BY BRADY PAC ([[URL REDACTED]]) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
BRADY PAC
918 Pennsylvania Ave SE
Washington, DC 20003",Congressional Progressive Caucus PAC,,,,,https://weareprogressives.org/,12-02-2019,orgs,,Leadership/Single-issue PAC,Democratic/Liberal PAC,2020-04-20,13,Mon,b75bacdd114059ccfca31756461f52aa,cf40584c8ca613be4384bce1a20ff36c,
65,Save the U.S. Postal Service [via FFR],hello@fightforreform.org,Kamala Harris is SOUNDING the ALARM ↘↘↘,"Trump is determined to destroy the USPS in an attempt to block millions of Americans from voting-by-mail!
Fight for Reform is dedicated to electing Democrats, transforming our broken campaign finance system, and ending Citizens United state by state. If you'd prefer to receive fewer emails, click here. If you would like to unsubscribe, click here.
Kamala Harris is sounding the alarm:
She says we need to save the United States Postal Service to ensure Americans can vote-by-mail in the 2020 Election!
[[EMAIL_REDACTED]]
Chip in a 400% Matched Donation to Save the USPS →
The stakes have never been higher: Trump is determined to destroy the USPS in an attempt to block millions of Americans from voting-by-mail!
We have to act now, before it's too late. So we need to raise $10,000 TODAY for our campaign to help SAVE the U.S. Postal Service!
If you donate anything right now, we'll [400% MATCH] it -- that's how serious this is. Please chip in now ↙↙↙
400% MATCH $5 ➞
400% MATCH $35 ➞
Or donate another amount ➞
In the midst of the coronavirus pandemic, Americans shouldn't have to choose between their health and right to vote.
But if Trump destroys the USPS, millions of voters could be forced to!
We have to act FAST to keep the USPS alive before Election Day.
So we're going ALL-IN. Are you with us? Chip in $5 now:
400% MATCH $5 ➞
400% MATCH $35 ➞
400% MATCH $50 ➞
400% MATCH $100 ➞
400% MATCH $250 ➞
Or donate another amount ➞
This fight is about all of us,
-Fight for Reform
United States Postal Service is not associated or affiliated with End Citizens United Nonfederal and has not sponsored or approved of this communication.
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Paid political advertisement paid for and provided in kind by End Citizens United Nonfederal, P.O. Box 66005, Washington, D.C. 20035.
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
Thank you for supporting Fight For Reform: A State Level Project of End Citizens United. Your support is critical to helping us reject the big money status quo in states and cities across the country through targeted ballot initiatives.
We believe that emails are a crucial way for our campaign to stay in touch with supporters like you. However, if you'd prefer to receive fewer emails, you can click here. If you would like to unsubscribe, click here.
If you'd like to donate to help fund our efforts to reform our campaign finance system, please click here.
From the entire Fight For Reform team, thanks for your support!",Democratic Conservation Alliance,,,,,https://democraticconservationalliance.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Environment PAC,2020-08-22,20,Sat,409a089bf6c58958774f2c0360353f64,8ae56f54cb207a656d91a5d30bf5ca4c,
66,history made on MSNBC,info@passmedicareforall.org,✅YES or ❌NO: Do you watch JOY REID?,"We need to know whether Florida Progressives are watching Joy Reid.
CABLE NEWS UPDATE
BREAKING: Joy Reid takes over MSNBC weeknight spot, becomes first Black woman to host a primetime show
Do you watch JOY REID on MSNBC?
YES >>
NO >>
This tracking poll is valid through 11:59 PM on 07/16. Please respond within [10] minutes of opening to ensure results are recorded.
Like the rest of the BRAVE journalists at MSNBC, Joy Reid is a RELENTLESS seeker of the truth.
She’s never afraid to stand up to the corruption and lies of the Trump Administration.
And now, she’s made history by becoming the first Black woman to host her own primetime show. It’s AMAZING!
But like the rest of the BRAVE journalists at MSNBC, Trump hates Joy Reid. He won’t stop until she’s off the air FOR GOOD.
And with Trump threatening to PULL MSNBC’s license, we need to prove that Progressives are watching these brave journalists. So we’re opening a cable news poll to see if Florida Progressives are watching Joy Reid.
Our data for 32009 is low -- so we REALLY need your response. Please answer now:
Do you watch JOY REID on MSNBC?
YES >>
NO >>
Thank you for your response,
Team MFA
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Medicare For All
Paid for by Medicare For All. Not authorized by any candidate or candidate committee.
[[URL REDACTED]]
Medicare for All is driven by one simple mission statement: healthcare is a fundamental human right.
Every American should have access to high quality health care regardless of their income. Every year, American families see their premiums rise while their quality of care declines. Patients are dying because they are putting off medical visits they can’t afford. People are splitting prescription pills so they can make their outrageously high-priced, life-saving drugs last a little longer. We've had enough.
Medicare for All isn’t just the best path forward -- it’s the only path. Greedy insurance companies, drug manufacturers, and special interest groups have been standing in the way of real progress for too long -- we’re here to fight back. Click the button below to support our work:
CHIP IN $5 TO PASS MEDICARE FOR ALL >>
This email was sent to [[EMAIL_REDACTED]]. We know we email you a lot, but we’re up against Big Pharma and wealthy special interest groups. The only way our work is possible is through grassroots activists like you. But if you'd like to receive fewer emails from us, please click here. If you’d like to unsubscribe entirely, please click here.
With your help, we can make unbelievable progress for a more healthy and just America. And we’re so glad you’re on our team.
CHIP IN $5 TO PASS MEDICARE FOR ALL >>
We're so glad you're in this fight, thanks for being on our team!",Democratic Conservation Alliance,,,,,https://democraticconservationalliance.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Environment PAC,2020-07-16,10,Thu,9d8fcae0e13b28ff9fe2086903f906d3,8ae56f54cb207a656d91a5d30bf5ca4c,
67,Long survey,info@bradypac.org,"some activists won’t complete this... But if you do, it will have a ＨＵＧＥ impact!!","Our survey is only 12 questions long...
You have been selected to represent Florida in the gun issues survey.
We expect most activists will fail to complete this survey. So if you can answer just 12 questions, you will have a major impact on our strategy to defeat the NRA >>
CLICK HERE TO BEGIN YOUR GUN ISSUES SURVEY >>
* * *
RESPONSE DUE IN 30 MINUTES.
Brady PAC
Hello,
Due to your previous responses to our polls and surveys, you have been designated as a top Florida gun safety activist.
Today, we need your input on gun safety reforms.
We know that this is a long survey. But that just means you will have a major impact on our strategy to defeat the NRA and their cronies.
Please Click HERE or use the button below to begin your survey >>
CLICK HERE TO BEGIN YOUR GUN ISSUES SURVEY >>
\- Brady PAC
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Brady PAC
Thank you for supporting Brady PAC today! We’re working to pass meaningful, life-saving legislation to END the scourge of gun violence across America.
We have a comprehensive plan to elect gun reform champions and end the bloodshed. But no one is going to change our laws for us. If we sit idly by, the corporate gun lobby will keep its fatal grip on power, and we’ll continue to lose lives to senseless violence. So we’re turning to you for your help to save lives before it’s too late. Will you do your part and donate?
DONATE TO PASS REAL GUN SAFETY REFORM >>
The NRA couldn’t care less about the lives we lose every day to gun violence. They’ll do whatever it takes to keep themselves in power -- no matter the human cost.
We know we send you a lot of emails. But we can’t fight back against the NRA without help from thousands of grassroots activists. We don’t take checks from shady lobbyists -- instead, we rely on a grassroots army of gun safety activists from across the nation to fund our campaign. We simply can’t do our work without you. However, if you’d like to receive fewer emails, you can click here. If you’d like to unsubscribe altogether, click here. If you want to support our work to end America’s gun violence epidemic, please click here.
From the entire Brady PAC team, thank you for all you do!
PAID FOR BY BRADY PAC ([[URL REDACTED]]) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
BRADY PAC
918 Pennsylvania Ave SE
Washington, DC 20003",Democratic Conservation Alliance,,,,,https://democraticconservationalliance.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Environment PAC,2020-10-01,10,Thu,bd62265c211625fdbdfa4561e9469faf,8ae56f54cb207a656d91a5d30bf5ca4c,
68,re: supreme court,info@weareprogressives.org,McConnell GONE??,"We’ll keep it brief:
Mitch McConell is the most dangerous man in Congress. He just announced that he would give Trump’s likely extremist Supreme Court nominee a vote on the Senate floor. He’s rushing to get it done, even though he held up voting on Obama’s nominee in 2016 because it was “too close to the election.” It’s sheer hypocrisy. So we’re raising $20,000 TONIGHT to elect Progressives and defeat Republicans like McConnell so we can save our democracy and protect the Supreme Court. Are you with us?
RUSH $5 TO DEFEAT REPUBLICANS LIKE MCCONNELL →
RUSH $15 TO DEFEAT REPUBLICANS LIKE MCCONNELL →
* * *
We’re frustrated.
Mitch McConnell is a total hypocrite.
After criticizing Merrick Garland’s nomination in 2016, he’s ready to politicize the Supreme Court all over again -- ridiculous!!
We’re fed up, so it’s essential we meet our goal in the next 24 hours or we could lose the Supreme Court.
This is critical: rush a donation (even just $5!) to defeat Republicans like Mitch McConnell >>
Chip in $5 immediately →
Chip in $35 immediately →
Chip in $50 immediately →
Chip in $100 immediately →
Chip in $250 immediately →
Or chip in another amount →
[[URL REDACTED]]
Right away.
-Progressive Caucus
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Progressive Caucus
PAID FOR BY CONGRESSIONAL PROGRESSIVE CAUCUS PAC AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
Progressive Caucus PAC is the official fundraising arm of the Congressional Progressive Caucus. Our mission is electing strong, progressive leaders to Congress who share the Congressional Progressive Caucus’s vision for America’s future.
Our work is rooted in electing leaders who will stand up for working families, raise the minimum wage, protect and expand Social Security, pass campaign finance reform, pass Medicare for All, and so much more. Our work is made possible by engaged grassroots supporters like you. If you’d like to chip in and own a part of our shared fight along with thousands of other Progressives, click here.
Chip in $5 to Elect Progressives →
We believe that emails are a crucial way for our campaign to stay in touch with supporters like you. However, if you'd prefer to receive fewer emails, you can click here. If you would like to unsubscribe, click here.
Thanks for supporting the Progressive Caucus!",Committee for Hispanic Causes-BOLD PAC,,,,,https://boldpac.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Human Rights PAC,2020-09-20,18,Sun,5227ce1b3293fbc662f193545bec3f69,c7785e0ad573a572df48719ad8df9a37,
69,RUN SISTER RUN PAC,texrsr@pb08.ascendbywix.com,RUNNING IN 2020,"Women's History Month Luncheon March 28, 2020 Become a Sponsor | Celebrating 100 years of Women's Voting Rights Print deadline for Luncheon
Can't See This Message? View in a browser
RUNNING IN 2020
Share your Campaign
[[URL REDACTED]]
Women's History Month Luncheon
March 28, 2020
Become a Sponsor
Celebrating 100 years of Women's Voting Rights
Print deadline for Luncheon Invitation
Jan 3, 2020
Print deadline to be listed in Event Program
March 5, 2020
Support
Run Sister Run
Join our
Sister Cycle- A group of women dedicated to ensure women running and winning.
Sister Cycle
Donate to our $5.00 Dollar Campaign
$5.00 Campaign
Women Running 2020
Share Via:
[[URL REDACTED]]
You've received this email because you are a subscriber of this site
If you feel you received it by mistake or wish to unsubscribe, click here",Run Sister Run PAC,,,,,https://www.runsisterrunpac.com/,12-02-2019,orgs,,Leadership/Single-issue PAC,Women's Issues PAC,2019-12-11,14,Wed,d62bcc77176a962d860d928e9cdaa4f4,d0eb3ec714dacfefe3c643ccce60624c,
70,Booker for Senate,hello@corybooker.com,Cory is a key leader in the fight to end factory farms,"#
Team,
The larger that Big Ag gets, the more factory farms are running small, family farms out of business, raising prices for consumers at the supermarket, contributing to climate change, and even fueling the spread of disease and potential pandemics like the one we're currently experiencing.
Factory farms are bad for our farmers, consumers, animals, environment, and public health: that's why Cory introduced a bill to stop them.
Cory has been a key leader in the fight to end factory farms for good. His bill, The Farm System Reform Act, would ban construction of new concentrated animal feeding operations (CAFO's), put the liability and costs of agricultural pollution, accidents, and disasters on the corporate farms instead of small farmers, and provide funding to those currently running CAFO's to transition to other forms of more sustainable agriculture.
With your help, we've been building public pressure to urge Congress to pass Cory's bill and stop the widespread harm of factory farms, but we need to keep it up.
If we're going to get Cory's bill passed and keep him fighting for our farmers, animals, environment, and public health, we need to re-elect him this November. Can you chip in $10 ahead of our August fundraising deadline to help us hit our end-of-month goal?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Chip in $10 now
Chip in $25 now
Chip in $50 now
Chip in $100 now
Chip in $250 now
Another Amount
With you by his side, Cory can help usher in a cleaner, greener, safer future for all of us by ending factory farms for good.
— Team Booker
PAID FOR BY CORY BOOKER FOR SENATE
Cory Booker for Senate
8 Lombardy St
PO Box 346
Newark, NJ 07102
Text BOOKER to 40203 to receive exclusive updates from the campaign directly to your phone. Have you visited our campaign store yet? Head over to [[URL REDACTED]] to pick up your favorite Cory Booker merch!
This email was sent to [[EMAIL_REDACTED]]. If you’d like to update your contact information, you can do so here. We believe these emails are an important way to stay in touch, but if at any point you’d like to stop getting these updates, you can unsubscribe here.",Cory Booker,U.S. Senate New Jersey,Democratic Party,Federal,State,https://corybooker.com/,01-18-2020,ballotpedia-campaign,,,,2020-08-26,18,Wed,b7bec0cccbf86f9b2f79335d1dba91c0,79471942b54b34ae4a2af9a86ddb9d7b,Yes
71,Trump Flight Confirmation Alert | Jon Ossoff for Senate,info@electjon.com,Reservation #2020 to Atlanta,"Don Jr. is returning to Georgia tomorrow
BREAKING: Donald Trump Jr. is flying back to Georgia tomorrow!
Alex, Donald Trump's visit to Georgia last week only made things worse for him and his ""favorite Senator,"" David Perdue, who disgraced himself by mocking Senator Kamala Harris.
So Donald Trump is sending his son back to Georgia tomorrow, days before Election Day, to try to reverse momentum and clean up the damage. It won't work, Alex.
Make a donation before Don Jr. arrives tomorrow to show him and his father that their visits to Georgia are only increasing Democratic momentum here.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$15 →
$25 →
$55 →
$75 →
$100 →
Other →
Just like Don Jr.'s last trip didn't reverse Democratic momentum here. Nor did President Trump's previous two trips. Or visits from Eric Trump, Ivanka Trump, Vice President Mike Pence, and Attorney General Bill Barr.
Trump and the Republicans are terrified of Democrats winning in Georgia. They know if they lose here, they won't just lose the presidency -- they'll lose their Senate majority too. Alex, donate $25 right now to make sure that happens.
DONATE $25
The wind is at our back. Let's keep it going,
Team Ossoff
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
Jon Ossoff for Senate
P.O. Box 450326, Atlanta, GA 31145
PAID FOR BY JON OSSOFF FOR SENATE
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
We believe that emails are a crucial way for our campaign to stay in touch with supporters like you. However, if you'd prefer to receive fewer emails, you can click here. If you would like to unsubscribe, click here.
Our campaign is powered by supporters like you. Your grassroots support is critical to electing Jon Ossoff and helping Democrats win back the Senate. If you'd like to donate to our campaign, please click here. Thanks for having Jon's back!
Donate Now >>",Lucy McBath,U.S. House Georgia District 6,Democratic Party,Federal,Congress,https://lucyforcongress.com/home/,01-18-2020,ballotpedia-campaign,,,,2020-10-22,20,Thu,f4feffe830f85f5bf61565bb05bd76d3,7a26894deb133b50e27cac64df33034f,Yes
72,confirmation:,admin@stop-republicans.org,𝐊𝐚𝐦𝐚𝐥𝐚 𝐇𝐚𝐫𝐫𝐢𝐬,"Thank you for taking part in this official tracking poll.
Stop Republicans is proudly dedicated to doing what we do best -- connecting with voters one on one to increase Democratic voter turnout. If you only want our most important email updates or to unsubscribe, click here.
OFFICIAL POLL FOR DEMOCRATS IN 77043
Conducted on Monday, September 7th
DO YOU APPROVE OF SENATOR KAMALA HARRIS?
KAMALA HARRIS YES →
NO →
UNSURE →
This poll status is now [ACTIVE] and is registered to [[EMAIL_REDACTED]]. Please complete within 30 minutes, even if your response is ""unsure.""
Thank you for taking part in this official tracking poll. Today we are polling for the approval rating of Senator Kamala Harris. She has recently been named as Joe Biden's Vice Presidential running mate.
She has been championing the rights of every single working class American during this time of crisis, from expanding Social Security to fighting for Vote‑by‑Mail.
Trump and his crony Republicans HATE her -- they are trying their hardest to tarnish her reputation! So we’re sending this poll today to find out what voters really think.
All answers are valid, but your response is critical and will be used to represent 77043.
Click here to answer the poll: Do you approve of Senator Kamala Harris? >>
Thanks for the input,
\- [[URL REDACTED]] Data Team
This message was sent to: [[EMAIL_REDACTED]]
Click here to receive fewer emails. | Click here to unsubscribe.
WE’RE RUNNING OUT: Click below to order your LIMITED EDITION ""SCIENCE"" Face Mask →
* LIMITED SUPPLY * ORDER YOUR SCIENCE MASK ASAP!
This will be your ONLY CHANCE to get a ""SCIENCE"" Face Mask. Once they’re gone, they’re gone forever.
ORDER YOUR ""SCIENCE"" MASK NOW →
** All proceeds will go directly towards turning out Democratic voters. Buy to beat Trump! **
PAID FOR BY STOP REPUBLICANS PAC
([[URL REDACTED]]) AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
This message was sent to: [[EMAIL_REDACTED]] | Change or update your email address by clicking here.
Stop Republicans, an accountability project of Progressive Turnout Project, is a grassroots-funded effort dedicated to resisting the Republican Party and Donald Trump's radical right wing agenda.
We believe that emails are a crucial way for our campaign to stay in touch with supporters like you. However, if you'd prefer to receive fewer emails, you can click here. If you would like to unsubscribe, click here.
Our movement is powered by supporters like you. Your grassroots support is critical to helping us defeat Republicans across the country. If you'd like to donate, please click here. Thanks for your support!
Stop Republicans
P.O. Box 618293
Chicago, IL 60661",Sima Ladjevardian,U.S. House Texas District 2,Democratic Party,Federal,Congress,https://simafortx.com/,01-18-2020,ballotpedia-campaign,,,,2020-09-07,19,Mon,161b6e0393d255146d88c430c34b051d,ffb6880dd4319374013ec7b1d274a4d7,No
73,Pete Buttigieg,info@wendydavisforcongress.com,Wendy's candidacy is an act of hope,"And right now, we could use your help
Hi Alex,
In the summer of 2013, I was just over a year into my first term as mayor of South Bend when the following words ignited a movement that would reverberate across the country:
""I'm rising on the floor today to humbly give voice to thousands of Texans who have been ignored.""
For the next 13 hours, countless Americans – including former President Barack Obama – pledged solidarity with Wendy Davis as she filibustered to stop a bill that would put unprecedented restrictions on abortion access.
That extremist bill from Texas Republicans, and the subsequent attempts to curb reproductive rights that it inspired in other state legislatures, created a frontal challenge to freedom in the Lone Star State. But as I often said when running for president, sometimes a challenge brings out the best in us. What is good in us.
It was certainly true for Wendy that day, and she's never stopped fighting for what's right – as a public servant, as a nonprofit founder, as a grandmother and, now, as a candidate for Congress in TX-21. I'm doing my part to help – along with a friend of mine I was fortunate to share a debate stage with. We set a goal to raise $50,000 by midnight tomorrow.
I know it's an audacious goal, but we're rallying around Wendy because she'll be a true fighter for Texans in Congress – and flipping this seat from red to blue is crucial to holding the Democratic majority. Can I count on you to pitch in $3 or more toward this goal to help Wendy win?
Running for office is an act of hope, Alex. I felt it every day I was out on the presidential campaign trail, and I know the amazing field of candidates who were out there with me would tell you the same thing.
I see that hope in Wendy's candidacy, too: in her resolve to leave this country a better place for her two granddaughters. In her courage to take on an extremist Republican incumbent who is entrenched among wealthy special interests. In her boldness to once again give voice to thousands of Texans who have been ignored.
Hope is our greatest engine of change. And supporting a run for office? Getting in a grassroots fight like this? That's an act of hope, too. Right now, with a recent poll showing Wendy down by just 1 point, we could use your help to hit this big goal – particularly with her opponent, Chip Roy, having a leg up with $2.3 million in TV ads bought and paid for by a conservative super PAC.
So please, make a contribution of $3 – whatever you can give before this big midnight deadline we've set – to help Wendy Davis flip TX-21 blue and protect our Democratic House majority.
Thank you,
Pete Buttigieg
If you'd like to support Wendy Davis for Congress, you can click here to make a donation.
This email was sent to [[EMAIL_REDACTED]].
We believe that emails are the best way for our campaign to stay in touch with supporters like you. But if you'd like to receive fewer emails, you can click here.
To unsubscribe from the Wendy Davis for Congress email list, please click here.
Wendy Davis for Congress
3112 Windsor Rd. Ste A #525
Austin, TX 78703
Paid for by Wendy Davis for Congress",Al Green,U.S. House Texas District 9,Democratic Party,Federal,Congress,https://algreen.org/,01-18-2020,ballotpedia-campaign,,,,2020-08-20,10,Thu,645a02e24edf6417dd34e6230edce9f8,1263eb05b1bb0f80b995db0b8b314f52,Yes
74,Team DAGA,info@democraticags.org,Restore the Voting Rights Act,"The right to vote is under attack, and we need to fight together to restore it.
Alex, the right to vote is under attack: Roughly 2.7 million eligible Americans have been purged from the voter rolls at the GOP’s direction – and in recent primaries, many voters lucky enough to remain registered have waited five or six hours in line to vote. If we don’t act now, millions more could face this assault on their democratic right to vote.
That’s because although the Voting Rights Act of 1965 made enormous strides to help Black Americans vote, in 2013, the Supreme Court struck down critical parts of the VRA. Almost immediately, Republican leaders went to work blocking Black and other vulnerable voters from the ballot box. And their plan has been working.
Thankfully, a bill to restore the VRA has passed the House – but it has been sitting on Mitch McConnell’s desk for nearly 250 days. If we’re going to fight the GOP’s extreme voter suppression efforts, Democrats need to unite RIGHT NOW to demand the Senate restore the VRA. But we're still 372 signatures short of our can't-miss goal and noticed that you haven't signed yet.
Please, to ensure all Americans have access to the ballot box, we need you to take action now: Add your name to demand Congress restore the Voting Rights Act!
ADD MY NAME BEFORE MIDNIGHT
Follow us to stay connected and get the latest updates about how Democratic AGs are fighting for your rights:
This email was sent to [[EMAIL_REDACTED]].
To unsubscribe from this email list, please click here.
Paid for by the Democratic Attorneys General Association
Not authorized by any candidate or other political committee. Contributions to DAGA are not deductible as charitable contributions for federal income tax purposes.",Josh Shapiro,Attorney General of Pennsylvania,Democratic Party,State,State,https://www.joshshapiro.org/,01-18-2020,ballotpedia-campaign,,,,2020-08-05,17,Wed,4614125ae0f468f9ba3700cbed0e506a,436f9a1dd06939e5915224e3315f7bd5,Yes
