from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
When Democrats Turn Out,info@whendemocratsturnout.com,Axios: Trump will likely win by a landslide on November 3,"When Democrats Turn Out
Alex,
Axios News has reported it’s likely Trump will win in a landslide on election night -- or at least appear to, until all the mail-in ballots are counted over the ensuing days and weeks.
Trump will use that opportunity to try to cling to power, building on the foundation he’s laid through casting doubt on vote-by-mail, accusing Democrats of rigging the election, and toying with the idea of disputing the results if Biden wins.
That means the stakes of beating Trump in 2020 have never been higher -- both on election night, and in the days and weeks that follow.
And it means we cannot stop the important work we’re doing to lock down a Democratic Congress, which would be all the more crucial in a second Trump term. We’re proud to have already endorsed and supported 21 Democrats in the House and the Senate -- Democrats who are well on their way to victory because of supporters like you. We now need to redouble our outreach efforts -- to voters in battlegrounds like Michigan, Wisconsin, and Pennsylvania and across the country -- and compel Americans to cast their ballots in the most important election of our lifetimes.
We know Republicans will do anything to suppress the vote, legally or otherwise, with their piles of dark money and Trump campaign funds. And we know voter burnout is just as much of a threat as the GOP -- it feels like this election cycle has been going on forever.
But it won’t last forever. It’s now October, we’ve got just over 4 weeks until the biggest election of our lives -- and we’re being outspent. If we don’t turn this around quickly, we’ll have to scale back, which means turning out fewer Democratic votes and giving Republicans a chance to reclaim the House, hold onto the Senate, and keep the White House.
We need to show up in full force this election. That’s why we’re writing to you -- we know the future of this country weighs heavily on your mind. We hope you’ll help us move this country onto the right path forward.
If you believe in protecting our democracy, we need you now. If you believe in stopping Trump’s destruction of America, we need you now. If you believe in fighting back against GOP voter suppression, we need you now. Please, help us turn out the vote and get Trump out of the White House by giving whatever you can today.
If you've saved payment information with ActBlue Express, your donation will go through immediately:
DONATE $10
DONATE $25
DONATE $50
DONATE $100
DONATE $500
DONATE OTHER
Thank you so much for giving us the boost we need to win.
Thank you for being an active participant in this democracy.
-When Democrats Turn Out
CONTRIBUTE
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-10-04,16,Sun,deec7f1487d9f2a6b0cff0cce8248cdd,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Rachel Maddow: Pence and Trump ignore stark reality of COVID crisis,"When Democrats Turn Out
Alex,
At the RNC, Mike Pence praised Donald Trump for saving an “untold number of American lives” during the COVID-19 pandemic.
But Rachel Maddow knows the truth \-- Trump and Pence’s refusal to take the virus seriously led to the death of over 180,000 Americans: ""Over 180,000 American families have been destroyed by the loss of a loved one and all [the administration is] talking about with COVID is how it's over and how they did great.""
Joe Biden and Kamala Harris can return competent leadership to the White House \-- but only if Democrats show up and vote in November.
Unfortunately, Donald Trump is already making that more difficult. He’s even slowed down the USPS to disrupt mail-in voting and Democratic turnout this November.
If re-elected, Trump will destroy Obamacare, end DACA, and add even more far-right justices to the Supreme Court.
And while Trump is down big in polls, Nate Silver says that now Joe Biden is only “slightly favored” to win the election.
Donald Trump and Mike Pence are not fit to lead this country. But unless Democrats go vote in November \-- they will be around for four more years.
Democrats like you are the only thing standing in the way of a second Trump term \-- can you commit today to support Joe Biden and Kamala Harris? Tell us now:
Do you support the Biden-Harris ticket?
YES NO
We cannot win without your input now, so thank you for your participation.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-09-01,12,Tue,5ec09ed20ed155afcccd279cbf60e0d1,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Trump moves to weaken DACA -- against objections of Supreme Court,"When Democrats Turn Out
Alex,
Donald Trump is now openly defying the highest court in the land \-- the Supreme Court.
In June, the Supreme Court halted President Trump’s attempt to end the DACA program. The Trump administration was later ordered by a federal judge to start accepting DACA applications and give Dreamers the standard two year deportation protection to stay in the country.
But Trump is now openly abandoning that order. His administration announced that they will no longer accept applications and only give deportation protection to applicants for one year.
Trump is so hellbent on targeting immigrants that he is willing to disregard the Supreme Court.
Immigration experts fear Trump is trying to stall for time \-- as he comes up with a legal plan to end DACA after his potential re-election.
We cannot stand for this. For the sake of Dreamers, we need to come out in November and vote to oust Donald Trump.
Join us and stand up for Dreamers right now:
Click here if you support DACA
We cannot do this with you, so thank you.
The WDTO Team
ADD YOUR NAME
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-08-03,19,Mon,a43a93a32367dcfdc0197f929b02e90a,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Senate Republicans are all out of luck,"When Democrats Turn Out
Alex,
Republicans just can’t figure out why they’re having such rotten luck.
With Donald Trump’s approval cratering \-- and taking vulnerable GOP senators down with him \-- congressional Republicans are scratching their head about what they did to deserve all this.
GOP Senator Roy Blunt blamed a “run of bad luck” for his party’s woes, while Senate Majority Whip John Thune remarked that “we’ve been getting some bad cards lately.”
Maybe we can solve this riddle for the GOP: Republicans went all-in on Trump, and they lost \-- and now they refuse to admit it. Do you think they deserve sympathy for making such a bad bet? Tell us:
Do you approve of the Republican Senate?
YES NO
Thank you for taking the time to answer our survey. Your responses will help us craft a strategy to beat Trump and retake the Senate in November, so it really means a lot to us.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-07-03,14,Fri,9a57188fba843b06807fb1bf150a0cce,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Bernie Sanders wants in on a Biden-Harris administration,"When Democrats Turn Out
Alex,
According to POLITICO, Senator Bernie Sanders is now working to join Joe Biden’s potential presidential cabinet as the next Secretary of Labor.
Senator Sanders has rallied behind Biden throughout this election cycle, campaigning on his behalf in battleground states, urging progressive voters to support Biden at the polls, and collaborating with the Biden campaign to create “unity task forces” that provide recommendations on our most pressing issues including health care and climate change.
Biden has made labor and the middle class a priority throughout his campaign, and now Senator Sanders is hoping to bring his decades of experience championing laws to raise the minimum wage, protect and expand labor rights, and support workers unions to the Biden administration.
Senator Sanders can help Joe Biden rebuild our economy in a way that benefits working Americans after the coronavirus pandemic, but Biden’s team is already considering other potential moderate or Republican candidates for the position. Some say that Senator Sanders should remain “a lone ranger,” excluded from the next administration \-- but today we need to know where supporters like YOU stand on Biden’s upcoming cabinet:
Should Bernie Sanders be our next Secretary of Labor?
Yes
No
I'm not sure
Thank you for providing your critical input,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-10-29,16,Thu,f228cd360dbb95126851fd415937c3f8,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"GOP Senator: ""The state of Georgia is in play.""","When Democrats Turn Out
Alex,
CNN: “Sen. David Perdue, a Georgia Republican up for reelection and a close Trump confidant, issued a blunt warning to GOP activists during an off-the-record conference call this week: Democrats are in position to turn his state blue and take the Senate.”
Senator Perdue, whose seat was not previously thought to be in jeopardy, called it a “wake-up call” that confirms Republican infighting and changing demographics are giving Democrats more opportunities to win than ever before.
If Biden wins in November, Democrats will only need to take 3 seats to gain control of the Senate. And now even deep-red-state Republicans like Perdue are running scared.
But the Mitch McConnell-allied Senate Leadership Fund has already put aside $67 million for races in six key states, and they’ve already spent $2 million in Georgia. They’ll only fight even harder now that their backs are to the wall, which is why we need to know:
Will you vote to turn the Senate blue?
YES NO
Thank you for answering our survey,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-05-02,17,Sat,e65820c3419fdb997d64bf25165b67f8,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,It's Official: Biden-Harris will be the ticket this fall,"When Democrats Turn Out
Alex,
We now know the 2020 Democratic ticket: Senator Kamala Harris of California will be Joe Biden’s running mate this fall.
We couldn’t be more excited about this pick. Senator Harris will be the first Black and first AAPI woman on a major presidential ticket. And she has a great track record of pushing for racial justice, protecting women and children from abuse and neglect, and speaking out against Donald Trump.
But while we’re excited about the ticket, we also know that Donald Trump and Mike Pence will stop at nothing to get re-elected \-- and are already in the process of dismantling the U.S. Postal Service to slow mail-in voting this fall.
And we know that 100 million voters stayed home on Election Day in 2016 \-- effectively handing over the White House to Trump and Pence.
The choice in November is now set: Biden-Harris or four more years of the corrupt, anti-science, and anti-democratic Trump-Pence administration.
We need every single committed Democrat to show up to the polls this November so we can reclaim the White House \-- and protect our democracy. Can we count on you to support the Biden-Harris ticket? Let us know now:
Click here if you’re voting for the Biden-Harris ticket this fall.
We cannot win without your input now.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-08-16,15,Sun,f7f6f38ba5afe5ec9511bdf2fb2d4df4,f190775fa48aa60c7c54432da69a1f1f,No
Voter Turnout Initiative,info@whendemocratsturnout.com,We're on track to out-mobilize and save our democracy,"When Democrats Turn Out
Alex,
Donald Trump’s so-called “Army for Trump” \-- his dubious poll-watching program meant to monitor election sites and catch supposed fraud \-- is swiftly growing in strength as Republicans nationwide urgently work to recruit their goal of 50,000 troops.
Trump’s efforts to erode the public’s confidence in a free and fair election has been months in the making, and his family has also recently joined the fray: An “Army for Trump” recruitment video \-- broadcasted to his 87 million Twitter followers \-- features Don Jr. spewing lies about the DNC’s plan to rig the election by “adding millions of fraudulent ballots.”
But if Democrats overwhelmingly turn up to the polls, especially in swing states, it'll be nearly impossible for Trump to contest the election. And things are already looking good: In Florida, 2.5 million Democrats have requested mail ballots as opposed to 1.7 million Republicans. In Pennsylvania, Democrats have nearly tripled the requests for such ballots compared to Republicans.
Still, Trump’s monitors are armed with cell phones and are eager to capture and contest every step of the voting process. As a Republican Party leader in Pennsylvania predicts, “There’s going to be lots of watchers, lots of cameras, and lots of attorneys all across the country. It’s going to be chaotic.”
To fight this battle, we need to further mobilize to protect our voting rights and ensure that every eligible voter turns in their ballot this November. But Alex \-- right now we’re desperately low on the funds we need to expand our efforts.
You more than anyone know what’s at stake in this election. Donald Trump’s presidency has brought us to the brink of authoritarianism -- and the chance to save our democracy won’t come again for another four years. Alex, will you pitch in now to turn out every single eligible Democrat in November and remove a wannabe tyrant from the White House, expand our House majority, and take back the Senate from Mitch McConnell’s grasp?
If you've saved payment information with ActBlue Express, your donation will go through immediately:
DONATE $10
DONATE $25
DONATE $50
DONATE $100
DONATE $500
DONATE OTHER
Thank you for your crucial support in the fight to save our democracy.
\- When Democrats Turn Out
DONATE
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-10-11,09,Sun,d62c81a1406b1e4c6021f69516d66758,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"As citizens struggle, GOP profits","When Democrats Turn Out
Alex,
The Trump administration tried to block the release of a list of companies that received small business bailout loans during the COVID-19 crisis. Now we know why.
The results are shocking: many prominent members of the GOP directly profited from the program. Mitch McConnell’s wife, Elaine Chao, who is also Trump’s Transportation Secretary, received a loan of up to $1 million. A school owned by the family of Trump’s son-in-law, Jared Kushner, received between $1 million to $2 million. A number of businesses owned by GOP congressmen also received millions in loans.
This is simply unfair. Small businesses around the country have struggled since the pandemic started. Many have closed. Yet Republicans made sure to secure millions in public funding for their personal benefit. This blatant corruption starts at the top with President Trump. It must end now. Tell us:
Do you condemn GOP corruption?
YES NO
Thank you for answering our survey,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-07-08,14,Wed,b76a86333be693d448a5ee53f24f8b77,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,This CNN poll has us feeling warm and fuzzy inside,"When Democrats Turn Out
Alex,
The new CNN poll that shows Joe Biden beating Donald Trump by 14 points nationally has got us feeling better than we have in a while.
So does the president’s approval rating \-- it’s at a measly 38%, right in line with where previous one-term presidents Jimmy Carter and George H. W. Bush were before they lost their re-elections.
But apparently, Trump doesn’t feel quite as good about the data, instead demanding that CNN retract the poll and apologize for sharing it \-- or else face legal action.
CNN responded by saying it’s the first time in their history they’ve ever been threatened by an American politician \-- and that such threats usually come from “countries like Venezuela or other regimes where there is little or no respect for a free and independent media."" We’d better hope Biden keeps his lead over Trump, or that’s exactly where the U.S. is heading \-- will you help us run up the score against the wannabe dictator in the White House? Tell us now:
Do you pledge to vote against Trump in November?
YES NO
Thank you for your response,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-06-13,15,Sat,5b3ae81e554131a8f1f32f28d40706e7,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"""Will Americans Lose Their Right to Vote in the Pandemic?""","When Democrats Turn Out
Alex,
The New York Times Magazine is asking whether the unfolding public health crisis will disenfranchise Americans in November \-- and making the case that, “A successful election will require some Covid-era changes. The main one is enabling tens of millions more people to vote by [[URL REDACTED]] have ever done so before.”
But right now, only one swing state has the infrastructure to support most of its citizens voting by mail. The rest don’t.
Nancy Pelosi has vowed to include a vote-by-mail provision in the next relief package, saying what’s at stake is nothing less than “the life of our democracy.”
Trump and Republicans have opposed vote-by-mail however, calling it a “ploy” in hopes they’ll benefit from the same low turnout that helped give Trump the 2016 election. They’re counting on the electorate tuning out, so we need engaged Democrats to tune in now:
Do you support vote-by-mail?
YES NO
Thank you for your response,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-05-07,17,Thu,7455df57ee7ca1e3f5c33b749993f7ea,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Trump invades Chicago,"When Democrats Turn Out
Alex,
First Portland, now Chicago.
After rounding up protestors in Portland, President Trump is now sending federal law enforcement officers to Chicago.
Trump claims the city needs the surge to combat rising crime rates \-- but he is really using Chicago to drum up support for his re-election prospects.
Since his 2016 campaign, Trump has tried to scare voters into supporting him \-- painting himself as the only thing standing between them and high crime rates.
With a high number of shootings in communities of color, Chicago has become a popular target for Trump.
Now, Trump is taking his frightening assault of civil liberties to the Windy City \-- with men of color in his crosshairs.
Join us as we stand against Trump's push toward an authoritarian police state.
Are you against Trump's increasing use of force in American cities?
YES NO
We cannot win without your input now.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-07-27,10,Mon,8c315b268363cecdd742bad6ced1ea5c,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Anti-science Gohmert refused to wear a mask -- now has COVID,"When Democrats Turn Out
Alex,
GOP Rep. Louie Gohmert of Texas refused to wear a mask while on Capitol Hill.
Now, Gohmert has been diagnosed with COVID-19.
Gohmert put himself and other representatives at risk with his anti-science viewpoints.
Worst yet, Gohmert put his staffers at risk \-- the same staffers, according to Politico, who were chastised for wearing masks in their offices. Staffers had been forced to stay in D.C. to provide “an example to America on how to open up safely.”
Instead, Gohmert provided an example on what happens when you don’t take the COVID crisis seriously.
Gohmert is also indicative of a Republican Party who \-- starting with Donald Trump \-- has refused to take the pandemic seriously.
We wish the congressman well \-- but hope others can learn from his irresponsible actions.
As cases continue to spike across the country, local and state governments are making masks mandatory. Where do you stand on this important issue? Let us know now:
Do you support wearing masks?
YES NO
We cannot win without your input now.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-08-03,10,Mon,cf629f2f8949245ff36f9ab83266e591,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Big Tech is hiding their profits from us,"When Democrats Turn Out
Alex,
Amazon made almost $30 billion in profits over the course of the last decade.
But if you ask Amazon, they’ll tell you they’re barely making ends meet.
Or at least, that was their justification for paying a 12.7% effective tax rate \-- just a little over a third of the 35% they should have been paying as a top corporate earner.
It’s a disgrace to see Big Tech companies hide their profits from the people whose backs they built their businesses on.
And it’s a disgrace to see the way they’re wielding their massive amounts of unchecked power \-- with a 2020 study showing that Facebook sends its users to untrustworthy news websites over 15% of the time.
These modern-day robber barons shouldn’t get to hide from the IRS while hard-working Americans pay their taxes every day. And they shouldn’t get to have such a strong voice in our elections \-- especially now that it’s clear their voice doesn’t have our best interests at heart.
It’s time for a change.
If you agree that Big Tech needs to be reined in -- that we need to stop making excuses for the wealthiest companies in the country, start making them pay their fair share, and start holding them accountable for the speech they allow and promote on their platforms, PLEASE add your name to ours now.
Thank you,
The WDTO Team
ADD YOUR NAME
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-07-31,18,Fri,5bbda0d443326a52f2308ca4c60f11c6,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"Trump's new anti-LGBTQ, anti-choice rule","When Democrats Turn Out
Alex,
This is unacceptable. The Trump administration just reversed LGBTQ health care discrimination protections passed under Barack Obama \-- leaving millions of Americans exposed during a crisis.
Last Friday \-- on the fourth anniversary of the Pulse nightclub shooting \-- Trump’s Department of Health and Human Services finalized the removal of the Obama-era safeguard. Under Trump’s new rules, trans people could legally be refused care or coverage simply on the basis of their gender identity.
NPR reports that “the rule could also mean that those seeking an abortion could be denied care if performing the procedure violates the provider’s moral or religious beliefs.” In short, the Trump administration’s move is nothing more or less than an all-out assault on civil rights \-- while most Americans are distracted by other news. We can’t let them get away with this \-- tell us now:
Do you pledge to vote against Trump this November?
YES NO
Thank you for your response,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-06-16,10,Tue,9cfbbdd53f421e0f15f3e0968b073ae0,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Trump picks the side of hate,"When Democrats Turn Out
Alex,
On Sunday, Donald Trump retweeted a video of one of his supporters yelling “white power.”
Trump was forced to take the post down after Republican Senator Tim Scott called the message “indefensible.” But unfortunately, it’s not the first time the president has sided with white supremacists \-- who he once called “very fine people” in the aftermath of the violence in Charlottesville.
Joe Biden has condemned Trump’s hateful message, saying, “We’re in a battle for the soul of the nation \-- and the President has picked a side.”
It’s clear what side Trump has chosen. What about you? Let us know if you’re part of the side fighting tirelessly to stomp out Trump’s message of hate \-- tell us now:
Will you vote for Joe Biden?
YES NO
Thank you for taking the time to answer our survey. Your responses will help us craft a strategy to beat Trump and retake the Senate in November, so it really means a lot to us.
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-06-30,17,Tue,56779863ff19841c19b20e0b6a0a9507,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"FiveThirtyEight: Presidential race entering ""volatile period""","When Democrats Turn Out
Alex,
The good news continues for Joe Biden and Kamala Harris. Last week, the Democratic ticket had the biggest polling lead heading into the party convention since 1996 with a comfortable seven-point lead on Donald Trump and Mike Pence, according to Nate Silver’s FiveThirtyEight.
However, FiveThirtyEight’s Geoffrey Skelley and Nathaniel Rakich were quick to point out that the race is entering “a traditionally volatile period for presidential campaigns” and that the Biden-Harris lead would undoubtedly shrink.
Donald Trump and Mike Pence can still win \-- just as they were able to overcome Hillary Clinton and Tim Kaine’s sizable polling leads in 2016. And since then, we have seen federal law enforcement terrorize American cities, the USPS dismantled for political purposes, and over 170,000 Americans die from a pandemic that the Trump administration failed to take seriously.
All because 100 million voters stayed home on Election Day in 2016.
The choice is yours: stay home and risk another 4 years of Donald Trump and Mike Pence, or go out to vote for Joe Biden and Kamala Harris, bringing much needed change to the White House. We’re trying to craft our strategy to reach Democratic voters before November, but we don’t have enough data yet. That’s why we need you to update your November election plans NOW:
This November, I plan to vote for:
Biden-Harris
Trump-Pence
Third Party
I'm not voting
We cannot win without your input, so thank you for your participation,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-08-27,09,Thu,b8db613785b8268285f28b670678ca05,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,Warren decries McConnell's heartlessness,"When Democrats Turn Out
Alex,
Has Mitch McConnell been living under a rock?
The House Majority Leader has refused to support more emergency relief for Americans, saying he hasn’t “felt the urgency” to take action. Luckily, America has a progressive champion who’ll help him feel it.
A May 11 tweet from @ewarren reads, ""More than 80,000 people are dead, Senator. Is there a number that would make this more urgent for you?"" Warren's tweet is in response to an article tweeted from @thehill, also on May 11, with the headline: ""McConnell said there isn't need yet for fifth coronavirus relief bill: 'I don't think we have felt the urgency of acting immediately'"" [[URL REDACTED]]
Source: Twitter
Warren’s spirited defense of common sense and common decency drew one Twitter user to declare, “We need Elizabeth Warren as vice president. Now more than ever. #WarrenforVP.”
While the decision over who the VP candidate will be is still being made, we want to know what you think now:
Do you stand with Elizabeth Warren?
YES NO
Thank you for answering our survey,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-05-16,10,Sat,ab9765462c9a1429935b1b32da5d5066,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"In 30 years, the ocean will have more plastic than fish","When Democrats Turn Out
Alex,
If we stay on our current course, in 30 years the ocean will have more plastic in it than fish.
That won’t just destroy marine life. It will have irreparable harm on human health \-- as toxins leach from our waste into the food chain. Increased risks of cancer, birth defects, immunodeficiencies, and impaired childhood development will follow as the poison we put in the planet’s seas makes its way back onto our plate.
Democrats in Congress have proposed a solution: The Break Free From Plastic Pollution Act. The bill would halt construction of more plastic production plants until the EPA has a chance to assess the damage already done. Then, the healing would begin \-- as single-use plastics would slowly be phased out starting in 2022.
And finally, the big corporations who allowed so much plastic into our oceans in the first place will have to pay the price, as the legislation would make them responsible for cleaning up the mess they created.
Right now, the bill has not made it past “Grim Reaper” Mitch McConnell and his legislative graveyard. That’s why we’re asking for a grassroots push.
If you agree that we need to protect the health of ourselves and our planet, if you agree we can’t let corporations pollute our oceans scot-free, and if you agree that Trump and Republicans can no longer ignore climate science while rewarding big polluters, add your name to ours and demand Congress take action now!
Thank you,
The WDTO Team
ADD YOUR NAME
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-05-31,10,Sun,9e213440068cc4d44f152314b028957b,f190775fa48aa60c7c54432da69a1f1f,No
When Democrats Turn Out,info@whendemocratsturnout.com,"Early signs of a ""blue wave""","When Democrats Turn Out
Alex,
Great news for Democrats hoping for a “blue wave” in November \-- June’s primary elections gave us a glimpse of a potential liberal landslide.
The New York Times reports that, “a determined electorate pushed turnout past 2016 levels in nearly all of the eight states that held primary contests” this month. The winners of that spike in voter participation were largely women of color, who came out on top in several races \-- women like Ella Jones, who is now Ferguson’s first African-American mayor-elect. The losers? White nationalists like Iowa’s Steve King, who voters soundly rejected at the polls.
Barack Obama called the results “a reminder of the difference politics and voting can make in changing who has the power to make real change.” But the progressive leaders who won this month already have a tough battle ahead in November \-- and the fight will be far tougher if Republicans succeed in restricting voting rights even further. Tell us now if you’ll commit to making real change with us:
Will you vote this November?
YES NO
Thank you for your response,
The WDTO Team
TAKE THE SURVEY
Paid for by When Democrats Turn Out PAC
PO Box 15320
Washington, DC 20003
Unsubscribe",Adair Ford Boroughs,U.S. House South Carolina District 2,Democratic Party,Federal,Congress,www.adairforcongress.com,12-02-2019,ballotpedia-campaign,,,,2020-06-14,10,Sun,caa9f5490ced8e929b01882e7491607c,f190775fa48aa60c7c54432da69a1f1f,No
