,body_text,name,office_sought,party_affiliation,office_level,district_type,uid_email
726,"Catch up with Antone!
# You're on the A-Team!
Official newsletter of the Antone For Congress campaign
#FocusedOnTheFifth
So many great things happening on this campaign! Last week, Antone visited numerous caucus locations and spoke to hundreds of people. Enthusiasm was high---Antone received a standing ovation!
Antone speaking to caucus goers in Senate District 61.
### Out and About: Antone in the District!
Here's a look at just a few of the things Antone was up to this week.
### Super Tuesday
Antone proudly casting his ballot in the presidential primary! Democracy in action!
### Supporting the Hate Crimes Bill
Antone joined community leaders and DFL legislators as Rep. Frank Hornstein and Sen. Ron Latz introduced their hate crimes bill. Hate has no place anywhere, especially not in Minnesota. @JCA_MN, @CAIRMN, @outfrontmn @SenRonLatz
And he ran into Golden Valley Mayor Shep Harris at the event. Shep was the first elected official to endorse our campaign. Thanks, @GVShepHarris!
### ERA Celebration of Women's Day!
Antone taking photos with (and of!) fellow supporters of the Equal Rights Amendment at the State Capitol. @ERAMinnesota #ERA
### Banning Conversion Therapy
Antone proudly standing for banning conversion therapy at Outfront Minnesota's Senate Action Day. #BeBoldLiveOutFront
Our end of quarter deadline is just a few weeks away. Donate now to help us reach our goal and make sure we have the resources we need to win!
Contribute Now
Forward this email to friends and help us grow the A-Team!
Facebook
Twitter
Link
Website
Antone For Congress
PO Box 582859
Minneapolis, MN 55458
United States
Our campaign relies on support from YOU! Click here to make a contribution.
Contributions or gifts to Antone For Congress are not tax deductible.
All content © 2020 Antone For Congress. All Rights Reserved.
No longer want to receive these emails?
unsubscribe",Antone Melton-Meaux,U.S. House Minnesota District 5,Democratic Party,Federal,Congress,5ba0453f2bc38e3ef06a32c58e8288d1
727,"Over the last six months, Beijing’s corrupt and despotic government has made one thing clear -- they have a lot to hide.
Don't want to receive anymore emails? Unsubscribe here.
Friend,
Over the last six months, Beijing’s corrupt and despotic government has made one thing clear -- they have a lot to hide.
They LIED about the spread of a deadly pandemic.
They LIED to the WORLD about forced sterilization and “re-education” camps.
They LIED to citizens of Hong Kong.
And now… they’re planning to stop the LIES all together.
JOIN US → STAND UP TO CHINA
China knows they can’t keep up with their ever-increasing lies to the world, so they’ve decided to shut China away from the world, all but getting rid of American journalists reporting on China’s crimes against humanity.
JOIN US → STAND UP TO CHINA
This is a dangerous step that could spell an ENTIRELY NEW campaign against all of those who oppose China’s totalitarianism.
JOIN US → STAND UP TO CHINA
We have to stand strong and it has to be now -- can we count on you to JOIN OUR CAMPAIGN TO STAND UP TO CHINA?
\-- Missouri GOP Alerts
Paid for by Ann Wagner for Congress
PO Box 50
Ballwin, MO 63022
If you would prefer not to receive future emails, visit here.
Privacy Policy",Ann Wagner,U.S. House Missouri District 2,Republican Party,Federal,Congress,4bdc2d9caca403ab22cd1ff0f0efb170
728,"The vote this past week was the first entirely partisan vote for impeachment in our country’s history.
Dear Friend,
The vote this past week was the first entirely partisan vote for impeachment in our country’s history, representing a high-water mark of partisan politics and a new low for the standard of impeachment of a sitting president.
There have been no high crimes or misdemeanors, simply an impeachment rooted in hearsay, assumptions, and lies.
What we witnessed since even before President Trump took office is a predetermined agenda of impeachment to fulfill campaign promises made by the socialist Majority in control of half of Congress.
They don’t like him or his policies - the same policies which have led to record economic growth - so they decided to impeach and overturn the will of 63 million Americans.
As for me, I will stand by the truth and the facts and continue to fight for our President every day, just as he fights for all of us.
Sincerely,
JS
I Stand With President Trump
Copyright © 2019 Jason Smith for Congress, All rights reserved.
Our mailing address is:
Jason Smith for Congress
PO Box 1324
Cape Girardeau, MO 63702
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list
Paid for by Jason Smith for Congress.
Twitter
Facebook
Website",Jason Smith,U.S. House Missouri District 8,Republican Party,Federal,Congress,e2e4c5a17efa4c1e85cc99daab8e38b6
729,"Image
Alex,
President Trump was finally acquitted! We knew President Trump didn’t do anything wrong. Yet, the radical Democrats wasted 134 days going after our President instead of working for the American people.
Alex, you know that Don fought back against this partisan scam. He believed that President Trump did not commit any impeachable crimes and fought to expose the truth behind the radical Democrats’ lies.
You know what Don thinks, but after all this, he wants to know, how do you feel about how the Democrats handled the impeachment process?>>>
Take Don Bacon’s Official Poll:
How do you think the Democrats handled impeachment?
GOOD
BAD
DISASTROUS
Make sure to take our poll ASAP since time is quickly running out to share your thoughts.
Take our one question poll here >>>
Thank you,
Kyle Clark
Team Bacon
CONTRIBUTE
Paid for by Don Bacon for Congress
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Don Bacon for Congress , P.O. BOX 391368 OMAHA, NE 68139",Don Bacon,U.S. House Nebraska District 2,Republican Party,Federal,Congress,ce0d24c93f843f9a80bfdfd3f512f4f6
730,"Image
BREAKING NEWS: PRESIDENT TRUMP IS
ACQUITTED ON ALL CHARGES!
Alex,
We knew it.
President Trump didn’t commit ANY crimes. Instead, this has just been ANOTHER stunt that the radical Democrats carried out in an attempt to remove the president from office. Now that he’s been cleared on all charges, we want to celebrate by launching our EXCLUSIVE Team Bacon Not Guilty T-shirt.
Image
Don Bacon stood with President Trump and fought back against this impeachment scheme – and won!
We knew since day one that President Trump was innocent – now that it’s been proven let’s show off our support.
Grab Your Not Guilty T-Shirt Here
Hurry! This is a limited time exclusive item.
Thank you,
Kyle Clark,
Team Bacon
Paid for by Don Bacon for Congress
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Don Bacon for Congress , P.O. BOX 391368 OMAHA, NE 68139",Don Bacon,U.S. House Nebraska District 2,Republican Party,Federal,Congress,b00b29a4f44b310c1b18c32b685423ef
731,"Police violence and racism is aHUMANITARIAN CRISIS.
People & Planet > Profit
Hello my powerful supporter--
The past two weeks have been filled with learning, growing and grieving as I continue to consciously investigate the reality of violence and oppression that is woven into American life against black people.
My last message to you was filled with sadness about George Floyd's murder. Today, I am filled with confusion, frustration and guilt regarding how my participation in our collective compliance and silence continues to create pain, trauma and suffering for millions of people.
The only way I know how to help transform emotion into empowered action is to share my process and invite others to engage with the same tools I'm personally finding transformative on the path of becoming anti-racist.
In this video, I share the biggest insight I've gotten so far from Mehcad Brooks's 21-day Anti-racist Challenge:
# Police violence and racism is a
HUMANITARIAN CRISIS.
We can’t solve a problem if we don’t make the correct diagnosis.
We must acknowledge and accept that dark-skinned Americans live with a persistent threat of violence initiated by the police-- even when they follow all of the rules and abide by all of the laws.
We must acknowledge and accept that to leave one's house with a sense of guaranteed safety is a privilege only people born into white-bodies can experience.
We must acknowledge and accept that white Americans and black Americans live in two different worlds, with two sets of rules and societal expectations for success and crime.
These are not my opinions. These are uncomfortable and inconvenient facts of American life and policies that affect safety, health, education and economic security.
We don't need to be experts in race relations or history or public policy to know that something is profoundly wrong and inhumane in dominant American culture, politics and legal system.
And if we seriously want to change our country, we must first investigate changing ourselves.
Join me on the 21-Day Anti-Racist Challenge  as your personal next step towards prioritizing people and planet over profits.
With grief and gratitude,
Christine
Christine Marie Conforti
US House Candidate, NJ-04
(609) 782-0444
[[URL REDACTED]]
CONTRIBUTE FOR CHANGE
PAID FOR BY CHRISTINE CONFORTI FOR A CONSCIOUS CONGRESS
Facebook
Twitter
Link
Website
Copyright © 2020 Christine Conforti for a Congress, All rights reserved.
You are receiving this email because you opted in via our website.
Our mailing address is:
Christine Conforti for a Congress
42 Pilgrim Pathway
Ocean Grove, NJ 07756-2203
Add us to your address book
Want to change how you receive these emails?
You can update your preferences or unsubscribe from this list.
Email Marketing Powered by Mailchimp",Christine Conforti,U.S. House New Jersey District 4,Democratic Party,Federal,Congress,f3f07096a3f55d670a985e3b7fc83f90
732,"Alex –
As a former federal prosecutor and a New York State consumer-protection regulator, I devoted myself to taking on bullies, fraudsters, and cheats, who thought the rules didn’t apply to them. I did this because I believe that no one should be permitted to stand in the way of anyone’s right to fulfill their potential and pursue their unique version of the American Dream.
I know crime and corruption when I see it, and I am proud to see our representatives stand up to the Fraudster in Chief in the White House.
Our Founding Fathers understood that if “men were angels, no government would be necessary.” But “the great difficulty lies in this: you must first enable the government to control the governed; and in the next place oblige it to control itself. A dependence on the people is, no doubt, the primary control on the government; but experience has taught mankind the necessity of auxiliary precautions.”
One of those “auxiliary precautions” was the power and duty of impeachment. Our Constitution vested in the House of Representatives the power and duty to impeach “Officers of the United States” who betray the public trust and misuse the power of their office in corrupt pursuit of personal gain.
By impeaching President Donald Trump last night, the House of Representatives satisfied its solemn obligation. Perhaps no one in our Country’s history has tried so hard as President Trump to corrupt our constitutional republic. His efforts to condition congressional aid to Ukraine upon Ukraine’s investigation of President Trump’s political rival is but one impeachable example of his craven corruption.
While I hope that the Senate now rises to their constitutional duty to conduct a fair trial, I know we cannot rest and rely upon that hope. We need leaders in Congress who will continue to stand up to bullies, fraudsters, and cheats. I hope you will join me in that effort and contribute today.
Best,
Adam P. Schleifer
DONATE
PAID FOR BY ADAM SCHLEIFER FOR CONGRESS
Sent via [[URL REDACTED]] To update your email address, change your name or address, or to stop receiving emails from Adam Schleifer, please click here.",Adam Schleifer,U.S. House New York District 17,Democratic Party,Federal,Congress,11a17293bc453b4849d8dbb1081a6faa
733,"Hello --
I need you to make me a promise. I need you to promise to vote this November, friends.
Because if you want police officers held accountable for crimes they commit, then you need to vote and elect prosecutors who will do so.
If you want new training practices and stronger thresholds for use-of-force, then you need to vote for officials who will make these changes and ensure real accountability.
And if you want leaders in Washington who have morals, the courage to lead with compassion, and practice love for all people -- then you must vote this November.
Do not stop demanding change, do not slow down, and do not forget to vote this November. I promise to vote for change, and I hope you will, too.
I Promise
In 2018, we ran a campaign driven by love and compassion for one another and took back our voice in Congress. Voters went to the polls in historic numbers and did what many considered impossible by flipping a red, rural district blue.
The power of our vote can reform our broken criminal system, make leaders who use violence against peaceful protestors cower, and make the dismantling of systemic racism possible. But only if we continue to speak truth and vote our conscience.
That's why I'm asking you to please promise to vote this November. Cast your ballot with love in your heart and progress on your mind. If you do, a change will come.
I Promise
With love,
Antonio
DONATE
Paid for by Antonio Delgado for Congress
Delgado for Congress
P.O. Box 802
Rhinebeck NY 12572 United States
If you would like to receive fewer email updates from Antonio Delgado for Congress, please click here.
To unsubscribe from all campaign updates, please click here.
Sent via [[URL REDACTED]] To update your email address, change your name or address, or to stop receiving emails from Antonio Delgado for Congress, please click here.",Antonio Delgado,U.S. House New York District 19,Democratic Party,Federal,Congress,ca3e49ece1c42df1daf5d54bc1d25d28
734,"Friend--
The New York Times published a profile of Antonio Delgado in Saturday's newspaper that you've got to read and share with your friends.
The article highlights how Antonio is keeping his promise to be accountable and accessible to all who call New York's 19th Congressional District home -- holding 33 town halls, getting legislation signed into law, and fighting every day for our shared values.
Check out a few of the highlights:
> Asejah Lazerson, from Pleasant Valley, N.Y., came to see Mr. Delgado after she wrote a letter about her challenges finding employment and taking care of her children. Mr. Delgado had followed up with a 30-minute phone call.
>
>  ""It feels like my voice isn’t being heard, and there’s so much gridlock in Washington, all this bitter fighting and nothing is getting done,"" Ms. Lazerson said in an interview. ""For him to call me and let me know that he heard my letter, and read my letter, and it touched him — it was very reassuring.""
>
>  At a Veterans Day breakfast last month, Walter O’Neil, a Marine veteran, shook Mr. Delgado’s hand and cheerfully informed his congressman, ""I didn’t vote for you."" ""That’s all right,"" Mr. Delgado replied with a smile. ""I’m still serving you."" (In a brief interview afterward, Mr. O’Neil conceded that Mr. Delgado ""is doing a good job."")
Read the rest of the profile from the New York Times below, and then say you're with Antonio Delgado by making a donation of $5 or more before our end-of-year deadline:
DONATE
Thank you,
Antonio Delgado for Congress
As published in the New York Times:
Staring Down Impeachment Vote, Freshman Democrat Seeks Legislative Victories
As Representative Antonio Delgado, a moderate New York Democrat, eyes a politically risky impeachment vote, he is toiling to keep his focus on legislative business and district work.
RHINEBECK, N.Y. — On a recent Friday, as impeachment investigators were releasing new evidence of President Trump’s pressure campaign on Ukraine and John R. Bolton, the former national security adviser, was refusing through his lawyer to tell Congress what he knew about ""many relevant meetings and conversations"" in the matter, Representative Antonio Delgado’s mind was elsewhere.
Driving through his Hudson Valley district under a light snow, Mr. Delgado, a first-term Democrat, was preoccupied with legislation he was pursuing, toxic chemical cleanup provisions he was fighting to include in a must-pass defense bill, the farmers he was scheduled to meet and his push to hold 33 town hall-style meetings by the end of December.
Before the sun set at 4:45 p.m., Mr. Delgado would trek 175 miles across the district, scarfing down a breakfast of fluffy pancakes with his wife and twin sons early in the morning so he could attend a school assembly, then making last-minute edits to a speech in the car in between events. It barely left time to brush up on the latest news in the impeachment inquiry consuming Washington.
With five legislative days remaining before Congress leaves for its holiday break, the House is charging toward a party-line vote on impeachment articles against Mr. Trump that will make him only the third president to be impeached. The vote is a politically risky one for freshman lawmakers like Mr. Delgado who won by narrow margins in districts that supported Mr. Trump in 2016, and one that the president and his political allies have argued will cost them their seats.
A spotlight on the people reshaping our politics. A conversation with voters across the country. And a guiding hand through the endless news cycle, telling you what you really need to know.
Mr. Delgado has signaled that he is willing to face the consequences. While he has not announced formally that he will support the articles of impeachment when they come to a vote next week, likely on Wednesday, he said in September that the president’s pressure campaign against Ukraine ""by itself, is an impeachable offense"" and concluded that articles were warranted.
That has made it all the more important for Mr. Delgado and Democrats like him to find ways to show voters they are getting things done in Congress, which is why he is crisscrossing his district through flurries, working on local issues and connecting with constituents.
""You feel the tempo, you feel the strain of it,"" Mr. Delgado said, describing how he has adapted to the life of a congressman. ""And then you adjust for it.""
Speaker Nancy Pelosi has had members like Mr. Delgado at the top of her mind throughout the inquiry, and it is their concerns that have compelled her to sandwich next week’s impeachment vote in between passage of critical legislation to fund the government and a sweeping revision of the NAFTA trade pact.
Ms. Pelosi knows, as many moderate Democrats do, that the important question is not necessarily how they explain a vote to charge the president with high crimes and misdemeanors, but whether they can show that they are delivering on an agenda of legislative work that affects voters’ everyday lives.
Mr. Delgado has not completely shied away from impeachment. When news broke of Mr. Trump’s phone call with the Ukrainian president that is at the heart of the charges, he announced that Congress should begin drafting impeachment articles, going further than most of his moderate colleagues, who tentatively endorsed investigating the allegations. The House Republican campaign arm, eager to tie Mr. Delgado to the liberal wing of the party, called it a ""political death sentence"" and has repeatedly accused him of ""pandering to his socialist base.""
Impeachment Inquiry Through it all, Mr. Delgado has tried to strike a balance, cultivating relationships with Republicans — with his wife, he was one of only a few House Democrats to show up this week at the White House Congressional Ball, even as the Judiciary Committee was debating the articles of impeachment — while offering unsparing criticism of the president’s conduct.
""There’s an abuse of power,"" Mr. Delgado said after the Ukraine allegations surfaced, speaking to voters in the town of Clinton. ""And the abuse of power, too, layers over that crime in a way that I think really creates a level of urgency.""
But Mr. Delgado would prefer to talk about other things: his work on three committees, the enactment of his bill to ease financial burdens for farmers, and a grueling schedule traveling to all corners of his 8,000 square-mile district.
""It matters a lot to go back home and say I introduced a bill,"" Mr. Delgado, a lawyer, Rhodes Scholar and Harvard Law graduate, said in an interview. ""Even if it’s not law, they know that their congressman is working on an issue they flagged.""
""Do you know how powerful that is?"" he added. ""That democracy is still humming ahead a little bit?""
A black congressman in a district in which voters are more than 80 percent white, Mr. Delgado is an unmistakable presence. At 6 feet 4 inches, Mr. Delgado — a former basketball player and Upstate New York hall of fame inductee — is rarely introduced without some quip about his height. And he is the only African-American who holds one of the 14 districts that flipped from voting for President Barack Obama to backing Mr. Trump in 2016. His victory came after a campaign in which Republicans used decades-old lyrics from his brief tenure as a rap artist to suggest he was misogynistic and anti-American, a line of attack widely denounced as racist.
But since January, Mr. Delgado, who was born just outside the district and moved back to the area after the 2016 election, has also amplified his engagement in one of the most rural counties represented by a Democrat. He has held nearly three dozen town hall-style meetings — three in each of the 11 counties in his district — and made a point of introducing bipartisan legislation with a number of his Republican colleagues. Sometimes, he includes his twins in his trips through the county — including a visit to a local bookstore on a recent Saturday, where he posed with a Muhammad Ali biography and his sons’ book selections. (Mr. Delgado, who considers Mr. Ali a personal hero, frequently wears a wristband that reads, ""Find greatness within."")
His first television ad — believed to be the first from a House Democrat in the 2020 campaign — focused on his litany of events and legislation introduced, even as Republicans sought to tie him to calls for impeachment and more liberal members of the caucus.
""He’s been good to work with,"" said Jake Ashby, a local Republican assemblyman who recently participated in a veterans’ event with Mr. Delgado. Pointing toward some of the bills Mr. Delgado has championed, he added, ""He’s been able to get them through, and that’s been encouraging to see.""
At one October gathering, Asejah Lazerson, from Pleasant Valley, N.Y., came to see Mr. Delgado after she wrote a letter about her challenges finding employment and taking care of her children. Mr. Delgado had followed up with a 30-minute phone call.
""It feels like my voice isn’t being heard, and there’s so much gridlock in Washington, all this bitter fighting and nothing is getting done,"" Ms. Lazerson said in an interview. ""For him to call me and let me know that he heard my letter, and read my letter, and it touched him — it was very reassuring.""
""Every time I tell my story, I don’t know if anybody cares,"" she added, after wiping away tears. Her son ended up writing a report on Mr. Delgado for school.
At a Veterans Day breakfast last month, Walter O’Neil, a Marine veteran, shook Mr. Delgado’s hand and cheerfully informed his congressman, ""I didn’t vote for you.""
""That’s all right,"" Mr. Delgado replied with a smile. ""I’m still serving you."" (In a brief interview afterward, Mr. O’Neil conceded that Mr. Delgado ""is doing a good job."")
But moments later, a couple rushed to Mr. Delgado’s side, professing to be his biggest fans and asking for a picture.
""It was like meeting a rock star,"" said Barbara Holms, 64, who came to the event with her husband, Michael, who served with the Navy during the Vietnam War. ""He doesn’t lip sync. He shows up.""
#
DONATE
Paid for by Antonio Delgado for Congress
Delgado for Congress
P.O. Box 802
Rhinebeck NY 12572 United States
If you would like to receive fewer email updates from Antonio Delgado for Congress, please click here.
To unsubscribe from all campaign updates, please click here.
Sent via [[URL REDACTED]] To update your email address, change your name or address, or to stop receiving emails from Antonio Delgado for Congress, please click here.",Antonio Delgado,U.S. House New York District 19,Democratic Party,Federal,Congress,da9d7cf96b884b8d4998f6caff7d533e
735,"MOE DAVIS FOR CONGRESS
NEWSLETTER
June 22, 2020
ASK MOE: POLICE REFORM IS COMING
We receive questions from voters all of the time and do our best to try to answer them. Here’s Moe’s response on policies involving police reform:
> “In the wake of the murder of George Floyd and many others, which have prompted both peaceful protests and violence in the streets across our country in recent weeks, I have been asked about police reform policies I would support.
> First, let me say that I believe this is a historic reckoning for the years and years of racial injustice. How we move forward from this moment will define who we are as a nation. We must be on the right side of history.
> As you may know, I have had many colleagues of color -- as a student at North Carolina Central University, where I earned my law degree, and as a law professor at Howard University. I have stood my whole professional life trying to fight injustice, wherever and however I encountered it. In Congress, I will do the same.
> We must change our culture and we can begin to do so by changing our laws. On the federal level, I support ending qualified immunity so that police officers can be held liable for violating the rights of people they serve. I would also push to establish a federal model policing program, adopting policies from the #8CantWait campaign that create standards of conduct and emphasize de-escalation and the use of non-lethal force. And it is long past time to make lynching a federal hate crime.
> Finally, we need to create a database to track complaints of officer misconduct, officer-involved shootings, use-of-force incidents and misuse of body cams, to begin to bring some accountability to our 18,000 police agencies across the country.
> Some of these policies are part of the House police reform bill – another effort at much needed change. And they are a good start. I look forward to continuing to improve on these when I am in Congress.
> Rest assured, change is coming. Finally.”
We will have more on this in the near future.
PRINCIPAL CHIEF SNEED JOINS MOE TALKS!
We are excited to announce that Richard G. Sneed, Principal Chief of the Eastern Band of Cherokee Indians, will join Moe on Moe Talks on Thursday, July 9 at 7 p.m.
Principal Chief Sneed, a former Marine and longtime teacher, manages day-to-day operations for the 15,000-member EBCI based in the Qualla Boundary in Western North Carolina.
“I have a lot to learn about the Eastern Band of Cherokee Indians and what a member of Congress can do to be an effective advocate for their interests, so I’m grateful to Principal Chief Sneed for taking time to talk to me,’’ Davis said. “He and I are both military veterans and former educators, so we share a common commitment to our country and our communities.”
SAVING DACA
Imagine growing up in America, working hard to gain an education, earning a job and paying taxes like everyone else. Imagine living that American dream and then being told after doing everything right for years that you will have to move to a country you have never known because you weren't born here.
It's un-American. We are a nation of immigrants and those who were brought here as children and worked to fully contribute to our society have earned their place in it.
So we wholeheartedly support the Supreme Court decision handed down today that President Trump cannot end DACA -- Deferred Action for Childhood Arrivals -- that protects these immigrants from deportation.
It is our hope, after the November election and when a new Congress is sworn in, that immigration reform will be a top priority and a path to citizenship is created for DACA recipients.
Once and for all.
ATTACKING WILDFIRES AND CLIMATE CHANGE
Wildfires are a reality for Western North Carolina, as many who were here in 2016 well know. We lost about 62,000 acres during a severe drought that fall.
We need to be better prepared for the next drought. To that end, the McDowell Community Wildfire Network has been created.
According to The McDowell News, “This is a partnership between local agencies including the city of Marion, McDowell County, Marion Fire Department, U.S. Forest Service, N.C. Forest Service, Mountain Valleys Resource Conservation and Development Council, the Nature Conservancy and others.
“The partnership was recently granted $40,000 from the Action, Implementation and Mitigation (AIM) grant program offered by an organization called Coalitions & Collaboratives, Inc. out of Lake George, Colo. This grant will support the partnership with program coordination, tracking mitigation activities, and acquiring mitigation equipment.”
You can read more about the partnership in this link, along with ways you can help prevent wildfires from damaging your home in the future.
Droughts are likely to become more common because of climate change. It is in our best interest in Western North Carolina to elect leaders who will actually listen to scientists and push for green energy and green technology to protect our environment.
We have too much to lose.
A JUNETEENTH TO REMEMBER
Last Friday was Juneteenth, the annual commemoration of the end of slavery in the United States. But this year it felt a little different, didn’t it?
There are still protests and marches in the streets across the U.S. over police violence against people of color. We are 155 years past June 19, 1865, when slavery ended in Texas, and yet there is still a need to speak out and demand equality.
So today, let’s speak out about the monuments across the country that celebrate Confederate war generals and other symbols of division. As petitions are submitted and heated arguments ensue in town halls and city councils everywhere, let’s remember on this Juneteenth what those monuments truly stand for and why they must come down.
The Confederate flag — that whole issue — was a battle to divide the country. It was a group of people that didn’t want United States. They wanted dis-United States. That was treasonous. So to have monuments glorifying this effort to divide the country, particularly knowing the message — what that conveys to a significant segment of the population — there’s just no sense in it.
This is an issue that should have been settled long ago, so it’s one that we need to settle. We ought to be focusing on issues that really matter, like getting healthcare and education. We ought to be focusing on those and not on honoring the past when that past is not something that was honorable.
So we support the efforts to remove the monuments and relocate them to an appropriate place that’s not public property.
SHARE ME
Republicans owned social media in 2016 and that helped sweep their party to victory in the November election. We can’t let that happen again.
So we need to ask a favor. Share our posts on Facebook, Twitter and Instagram with your friends and family. Share videos of our twice-weekly Moe Talks! Live Virtual Town Halls. Share this newsletter.
And share this video. Thank you!
APPLY FOR ABSENTEE BALLOT SOON
Given the uncertainty of the coronavirus pandemic and how it could impact voting in November, we are urging everyone in the 11th District to apply to vote by absentee ballot. You can go to this link for an application. You might want to wait until after Tuesday’s Republican runoff election to submit an application.
Voters have until Oct. 27 to request an absentee ballot, but we would recommend it be submitted well in advance so that the State Board of Elections isn’t inundated at the last minute and there isn’t any delay in getting the ballot back in time.
Reminder, you don’t have to vote by absentee ballot if you apply. But it is a great back-up if there are any disruptions and a reduction in polling locations due to the pandemic. Keep in mind that even if you apply now, you won’t actually receive an absentee ballot until September.
WE’LL KNOW OUR OPPONENT TOMORROW
The Republican runoff between Lynda Bennett and Madison Cawthorn will be held tomorrow, June 23, so we will finally know our opponent in the November election.
Not that it makes a difference. Republicans want to hold onto Mark Meadows’s old seat in Congress, and they have already spent $2 million to try to buy it even though the two candidates have no relevant experience for the job.
Don’t let them get away with it. Please.
We aren’t accepting corporate PAC money, so we need your contributions to fight for this seat.
Help us. Donate here.
Stay home. Stay safe. Stay healthy.
Mountain Strong
###
If you were forwarded this newsletter, and would like to join the distribution list, email [[URL REDACTED]]
You may unsubscribe to stop receiving our emails.","Morris ""Moe"" Davis",U.S. House North Carolina District 11,Democratic Party,Federal,Congress,e81aecbbb596a5c00994f38b384f7321
736,"Alex –
By some estimates, over half the U.S. prison population is comprised of nonviolent drug offenders – disproportionately poor people and people of color, most of whom posed little risk to the community when originally sentenced and certainly pose no threat today.
People in our prisons who can't practice social distancing or protect themselves from the coronavirus, are being infected at extraordinary rates, effectively sentenced to death for minor crimes.
Read my 4/20 op-ed in The Hill calling for an end to the War on Drugs and a new system of support for those who've borne the brunt of that failed policy.
""With prisons serving as COVID-19 hotspots, Congress needs to act to end the failed war on drugs"" -- Earl Blumenauer, Guest opinion, The Hill
As we are dealing with unprecedented upheaval and understanding of the flawed nature of so many policies and practices, the need for cannabis reform and urgent economic stabilization amidst this health crisis is a small but important opportunity to get the policies right, save lives, lower the cost of healthcare, and strike a blow for racial equality and personal freedom.
Read my op-ed here.
Courage,
Earl
Express Donate:
If you've stored your info with ActBlue Express, we'll process your contribution instantly:
$5 $15 $25 $50
Paid for and authorized by Blumenauer for Congress
This email was sent by Earl Blumenauer
901 SE Oak Street, Suite 105, Portland OR 97214.
Email is an important way for Earl Blumenauer to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. This email was sent to [[EMAIL_REDACTED]]; you may change your email address here. If you no longer want to hear from Earl Blumenauer, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Earl Blumenauer,U.S. House Oregon District 3,Democratic Party,Federal,Congress,3a57b42faafbdf8e7fb9e181a4c20887
737,"Alex –
Donald Trump has always believed he is above the law – even before he was elected. But since Senate Republicans voted to leave him in office despite his crimes, he's pushed his authoritarianism to new heights.
He's punished war heroes who told the truth and followed the law.
He's attacked federal judges by name.
Yesterday, he pressured the Department of Justice to go easy on his friend, convicted criminal Roger Stone. Not long after, his Attorney General Bill Barr (who's never met a Trump order he wouldn't sell our country out for) obeyed, ordering the prosecutors recommend less jail time for Stone.
Disgusted by Trump and Barr's willingness to politicize justice, the entire team of prosecutors has resigned.
None of this happened behind closed doors, Alex. It wasn't subtle. Trump issued his demands on Twitter, for all the world to see. The DOJ has become a political tool for Trump to use as he pleases, and he wants everyone to know it. He's destroying our institutions and our democracy in plain sight.
And Republicans in Congress have the nerve to act surprised that Trump and Barr would abuse their power in this way. More than one has expressed ""concern.""
As if no one saw this coming.
Enough, Alex. This charade has to end. Republicans in Congress have no intention to hold Trump accountable or to set any limits on him. And at this point, none have the courage or the moral standing to even try. That's why I'm going to be campaigning with and fighting for Democrats across the country in 2020.
We've got to hold the House and take back the Senate this year, and we've got to fight with everything we've got. That means all of us. Please chip in $3 now to keep building the movement to end Republican control of our government in 2020.
Courage,
Earl
Express Donate:
If you've stored your info with ActBlue Express, we'll process your contribution instantly:
$5 $15 $25 $50
Paid for and authorized by Blumenauer for Congress
This email was sent by Earl Blumenauer
901 SE Oak Street, Suite 105, Portland OR 97214.
Email is an important way for Earl Blumenauer to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. This email was sent to [[EMAIL_REDACTED]]; you may change your email address here. If you no longer want to hear from Earl Blumenauer, click here to get off all our lists instantly. Questions or concerns? Contact us here.",Earl Blumenauer,U.S. House Oregon District 3,Democratic Party,Federal,Congress,f0d9ad2b0dae1d62ae4017a5ec8b2625
